postUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,profileUrl,timestamp,viewCount,postTimestamp,sharedPostUrl,videoUrl
https://www.linkedin.com/feed/update/urn:li:activity:7199430981362094081,https://media.licdn.com/dms/image/D5622AQHfoZf1-A7dHg/feedshare-shrink_800/0/1716478102660?e=1725494400&v=beta&t=MyqQTCpkpSElPscD4bFbnJrH8qQmLrYtKnnAaqAO77k,Image,"Here are some key takeaways from our most recent blog post, 𝐂𝐫𝐚𝐟𝐭𝐢𝐧𝐠 𝐚 𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐒𝐭𝐨𝐫𝐲: 𝐓𝐨𝐠𝐞𝐭𝐡𝐞𝐫 𝐟𝐨𝐫 𝐘𝐞𝐬.

To successfully legalise abortion in Ireland, Together for Yes employed an effective narrative strategy which ... 

🎯 Focused on understanding the anxieties of conflicted voters.
❤️ Shifted from sympathy appeals to an empathy approach by personalising the narrative.
🤝 Avoided the use of graphic images and focused on rational conversation.
👨‍👩‍👧‍👦 Framed the issue as a public concern, emphasising its impact on families and communities.

Explore the full details in our blog: https://lnkd.in/eVXkHQKf

#vegan #animaladvocacy #animalrightss #veganuk #narrative",8,0,0,2mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:16.554Z,,2024-05-23T15:28:24.916Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7187061448173367298,https://media.licdn.com/dms/image/D4E22AQF9Ext1Kuy4eA/feedshare-shrink_800/0/1713528975907?e=1725494400&v=beta&t=QjwxQ3OU16Q16Bl4ZR_34KQBOmHKW7oxxRtjcwNB2MQ,Image,"Thank you Vegan and Animal Rights Conference for inviting us to speak in Manchester last weekend! 💚 Our team did a session this week to share our learnings, insights, and impacts from the conference with each other. 

Here are some of the things that we’re celebrating about VARC … 

🌱 𝐈𝐧𝐬𝐩𝐢𝐫𝐢𝐧𝐠 𝐂𝐨𝐧𝐧𝐞𝐜𝐭𝐢𝐨𝐧𝐬: VARC allowed us to connect with other diverse thinkers in the movement.

🌸 𝐈𝐧𝐟𝐥𝐞𝐜𝐭𝐢𝐨𝐧 𝐏𝐨𝐢𝐧𝐭: It felt like a pivotal moment for strategic unity and collaboration within the UK animal freedom movement.

🦐 𝐇𝐨𝐧𝐨𝐫𝐢𝐧𝐠 𝐏𝐢𝐨𝐧𝐞𝐞𝐫𝐬: Recognising the contributions of veteran activists highlighted the radical foundations of our movement.

 🦋 𝐔𝐧𝐢𝐭𝐲 𝐟𝐨𝐫 𝐂𝐡𝐚𝐧𝐠𝐞: The appetite for a variety of different approaches showcased our collective potential for making impactful change.

 🐠 𝐒𝐡𝐚𝐫𝐢𝐧𝐠 𝐊𝐧𝐨𝐰𝐥𝐞𝐝𝐠𝐞: VARC emphasised the importance of sharing our learnings and supporting each other's efforts for greater impact.


Let's harness this momentum to drive positive change together! 


#VARC2024 #vegan #animalfreedom #animalrights",27,0,0,3mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:16.555Z,,2024-04-19T12:16:18.389Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7184491642890915840,https://media.licdn.com/dms/image/D4E22AQHuWiC-l4L8Uw/feedshare-shrink_800/0/1712916286985?e=1725494400&v=beta&t=2pfMLQWKKlWiY_-xrB9nmnMhFihJkZZQ53K2FS3Q4qs,Image,"This weekend we're attending the Vegan and Animal Rights Conference in Manchester! 

Our Public Research & Testing Lead, Robert Udale; our Narrative Lead, Natalie Braine; and our Direction Lead, Laila Kassam, will be speaking over these exciting two days. 

📌 Saturday, 11:15 am - How we can use science to improve public support for animal freedom by Rob Udale.

📌 Saturday, 12 pm - Why having a narrative strategy is key to winning animal freedom by Natalie Braine.

📌 Sunday, 5 pm - Where vision meets strategy: Crafting our 40 year roadmap by Laila Kassam, PhD. 

We look forward to seeing you there and discussing how we can come together to make a difference! 

#vegan #varc2024 #animalfreedom #animalrights",19,1,1,3mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:16.557Z,,2024-04-12T10:04:49.065Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7213845476255637504,https://media.licdn.com/dms/image/D4E22AQG02JmQIf3A1Q/feedshare-shrink_800/0/1719914787601?e=1725494400&v=beta&t=jx4G67d1LGiigMHaGeSLLQyMgU4Cq9GqMlNV_MY-PYk,Image,"Our next webinar, 𝗪𝗵𝗲𝗿𝗲 𝗩𝗶𝘀𝗶𝗼𝗻 𝗠𝗲𝗲𝘁𝘀 𝗦𝘁𝗿𝗮𝘁𝗲𝗴𝘆: 𝗖𝗿𝗮𝗳𝘁𝗶𝗻𝗴 𝗼𝘂𝗿 𝟰𝟬-𝘆𝗲𝗮𝗿 𝗥𝗼𝗮𝗱𝗺𝗮𝗽 𝘁𝗼 𝗔𝗻𝗶𝗺𝗮𝗹 𝗙𝗿𝗲𝗲𝗱𝗼𝗺 𝗶𝗻 𝘁𝗵𝗲 𝗨𝗞, is happening 𝘁𝗼𝗺𝗼𝗿𝗿𝗼𝘄, 𝗝𝘂𝗹𝘆 𝟯𝗿𝗱, 𝗮𝘁 𝟰:𝟯𝟬 𝗣𝗠 (𝗚𝗠𝗧).

 Register and secure your spot now!: https://lnkd.in/eXbViWua

#vegan #animalrights #animalrightsactivist #animaladvocate",3,2,0,4w,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:16.558Z,,2024-07-02T10:06:28.307Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7155521962335748096,,Text,"We're starting 2024 with an exceptionally insightful and valuable webinar for the Animal Freedom movement: 𝐏𝐞𝐫𝐬𝐮𝐚𝐝𝐢𝐧𝐠 𝐭𝐡𝐞 𝐔𝐧𝐩𝐞𝐫𝐬𝐮𝐚𝐝𝐚𝐛𝐥𝐞!💡


Changing minds is the Animal Freedom movement's ultimate aim, but anyone who's ever tried to persuade someone will know that it can feel impossible. Uncover why this stubbornness helped us survive, why reason is not logic and the surprising key to persuasive conversations. 💬 Join us in exploring how we can harness these techniques as animal advocates, whether we're speaking one to one or to an audience of millions. 🔈

⏳ Space is limited, and our webinars fill up quickly.⏳
 
🎟️ Sign up and secure your #free ticket in advance: https://lnkd.in/eeGAjqDH

📌 February 7th, Wednesday
⏰ 4:30 - 5:30 PM (GMT)

#vegan #animalrights #animalwelfare #animalfree",13,7,3,6mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:16.559Z,,2024-01-23T11:29:38.990Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7165642203971710976,,Text,"We’ve got great news! 🎉 Our first story-based strategy webinar is happening in a month! 🐖


📌 How We Win Animal Freedom
🗓️ March 13th, Wednesday
⏰ 4:30 - 5:30 PM (GMT)

This webinar is for people who want to think big and get inspired. Drawn from cutting-edge research on social movements and civil resistance, Laila Kassam will share key concepts, principles and strategies for building a powerful movement that can achieve lasting change for fellow animals. 🐄 ❤️

Whether you're a storyteller, strategist, campaigner, organiser or street activist, you'll leave feeling empowered and inspired about what our movement can achieve together. 🤝

⏳ Space is limited, and our webinars fill up quickly.⏳
 
🎟️ Sign up and secure your #free space now: https://lnkd.in/ebD-3nrF

#vegan #animalrights #animaladvocacy",9,0,6,5mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.975Z,,2024-02-20T09:43:52.621Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7163117138025639937,,Document,"𝗛𝗲𝗿𝗲 𝗮𝗿𝗲 𝘀𝗼𝗺𝗲 𝗸𝗲𝘆 𝘁𝗮𝗸𝗲𝗮𝘄𝗮𝘆𝘀 𝗳𝗿𝗼𝗺 𝗼𝘂𝗿 𝗹𝗮𝘁𝗲𝘀𝘁 𝘄𝗲𝗯𝗶𝗻𝗮𝗿, Persuading the Unpersuadable: Changing Minds for Animal Freedom. 💡


💬 Use one-to-many messaging to synthesise the persuasive power of conversation.
🧠 Persuasive messaging should help walk people back through their reasoning, to think about thinking.
📈 Messaging focusing on growing numbers of people is likely to be effective.
🤝 Employ a messenger who acts as a model for changing their mind.
🌍 An 'Us and Them' mentality will not persuade people. Finding common ground will

Don't worry if you've missed it — the recording of this insightful webinar is now accessible on Animal Think Tank's YouTube channel! 🎥https://lnkd.in/eRr6RJXU

Feel free to watch the recording, and if you have any questions, please drop them in the comment section. Our narrative team is ready to respond. 💙

#vegan #animaladvocacy #animalrights #animalfree",10,0,4,5mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.976Z,,2024-02-13T10:30:09.986Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7155869355832975361,,Document,"Every week during #Veganuary, we're sharing one of our most persuasive narratives!💡🌱 These narratives proved to be most persuasive, based on our latest research results.

𝐓𝐡𝐢𝐬 𝐰𝐞𝐞𝐤, 𝐰𝐞'𝐫𝐞 𝐞𝐱𝐩𝐥𝐨𝐫𝐢𝐧𝐠 𝐭𝐡𝐞 𝐧𝐚𝐫𝐫𝐚𝐭𝐢𝐯𝐞: ⚖️ 𝐌𝐨𝐫𝐚𝐥𝐢𝐭𝐲 ⚖️

It's morally right that we support animal freedom. The rights and freedoms of animals aren't just a matter of preference; they're an ethical imperative.

Drop ⚖️ to gain free access to our Narrative Messaging Guide and Research Report.

Do you know of other narratives as powerful as the one centred around morality? 👇 Let us know in the comments!

💌 Sign up for our narrative newsletter to be the first to hear about our upcoming events and access our latest research: https://lnkd.in/e62qtsCc

Photo credit: Jo-Anne McArthur | We Animals Media

#vegan #animalrights #veganism #animalfree",19,1,4,6mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.977Z,,2024-01-24T10:30:04.054Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7140649069269389312,,Document,"Exciting news! 🔔 We have some interesting volunteer opportunities at Animal Think Tank tied to ongoing strategic projects. We're looking for:

🔍 Research Analyst
💡 Vision Researcher
🏛️ Political Economy Research Analyst
👨‍💻 We're also on the lookout for people to assist with content writing and social media work. Take a look our website for the details.

📩 Write to us at Kangan.upadhye@animalthinktank.org.uk and David.Bowden@animalthinktank.org.uk if it interests you.

#veganjobs #vegan #animalrights",15,2,4,7mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.978Z,,2023-12-13T10:30:04.958Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7153332642619277312,,Document,"Every week during #Veganuary, we're sharing one of our most persuasive narratives!💡🌱 These narratives proved to be most persuasive, based on our latest research results.

𝐓𝐡𝐢𝐬 𝐰𝐞𝐞𝐤, 𝐰𝐞'𝐫𝐞 𝐞𝐱𝐩𝐥𝐨𝐫𝐢𝐧𝐠 𝐭𝐡𝐞 𝐧𝐚𝐫𝐫𝐚𝐭𝐢𝐯𝐞: ✊ 𝐒𝐨𝐜𝐢𝐚𝐥 𝐏𝐫𝐨𝐠𝐫𝐞𝐬𝐬 ✊

Animal freedom is the next step in our progress as a society. Championing animal freedom isn't just about other animals; it's about our shared commitment to advancing justice. ⚖️

Drop ✊ to gain free access to our Narrative Messaging Guide and Research Report.

Do you know of other narratives as powerful as the one centred around social progress? 👇 Let us know in the comments!

💌 Sign up for our narrative newsletter to be the first to hear about our upcoming events and access our latest research: https://lnkd.in/e62qtsCc

Photo credit: Sabina Diethelm | We Animals Media

#vegan #animalrights #veganism #animalfree",21,0,2,6mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.979Z,,2024-01-17T10:30:04.494Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7210964935705509888,https://media.licdn.com/dms/image/D4E22AQEwQrigGc8IOQ/feedshare-shrink_2048_1536/0/1719228012498?e=1725494400&v=beta&t=x1EvI-CSQ2rLy9fma5dYTIOpbS56-QOFc6DR3sLQLeo,Image,"During our research, we have asked the public about their support for various farming practices, which varies considerably. By targeting policies that already have high levels of public support, it should be much easier to mobilise around the issue and have the policy passed at a national level.",6,0,1,1mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.980Z,,2024-06-24T11:20:13.922Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7150795941938167809,,Document,"Every week during #Veganuary, we're sharing one of our most persuasive narratives!💡🌱 These narratives proved to be most persuasive, based on our latest research results. 

𝐓𝐡𝐢𝐬 𝐰𝐞𝐞𝐤, 𝐰𝐞'𝐫𝐞 𝐞𝐱𝐩𝐥𝐨𝐫𝐢𝐧𝐠 𝐭𝐡𝐞 𝐧𝐚𝐫𝐫𝐚𝐭𝐢𝐯𝐞: 🐮 𝐀𝐧𝐢𝐦𝐚𝐥 𝐀𝐛𝐢𝐥𝐢𝐭𝐢𝐞𝐬 🐮

Animals have awe-inspiring abilities and/or intelligence, as well as rich inner lives. When people understand other animals and can see them as unique individuals, they care more deeply about them. ❤️

Drop 🐮 to gain free access to our Narrative Messaging Guide and Research Report. 

Do you know of other narratives as powerful as the one centred around animal abilities? 👇 Let us know in the comments! 

💌 Sign up for our narrative newsletter to be the first to hear about our upcoming events and access our latest research: https://lnkd.in/e62qtsCc

Photo credit: Jo-Anne McArthur | We Animals Media

#vegan #animalrights #veganism #animalfree",58,2,8,6mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.981Z,,2024-01-10T10:30:07.922Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7206599270425055232,,Article,"𝗖𝗮𝗻 𝘁𝗵𝗲 𝗨𝗞’𝘀 𝗹𝗮𝗿𝗴𝗲𝘀𝘁 𝗮𝗻𝗶𝗺𝗮𝗹 𝘄𝗲𝗹𝗳𝗮𝗿𝗲 𝗰𝗵𝗮𝗿𝗶𝘁𝘆 𝗽𝗿𝗼𝘁𝗲𝗰𝘁 𝒂𝒍𝒍 𝗮𝗻𝗶𝗺𝗮𝗹𝘀 𝗶𝗻 𝗶𝘁𝘀 𝟮𝟬𝟬𝘁𝗵 𝘆𝗲𝗮𝗿?

2024 marks the RSPCA's 200-year anniversary. While they've done great work to protect our animal cousins, the RSPCA's Assured scheme continues to reinforce the harmful narrative that some animals matter more than others.

Our friends at Animal Rising have carried out the largest farm investigation in UK history, exposing systemic cruelty in the RSPCA Assured scheme. After watching footage of the investigations, RSPCA President Chris Packham has declared the 'food' labelling scheme ""utterly indefensible"".

Join us in urging the RSPCA to drop the Assured scheme and protect 𝒂𝒍𝒍 animals. 

𝗦𝗵𝗮𝗿𝗲 𝘁𝗵𝗲 𝘃𝗶𝗱𝗲𝗼 𝗻𝗼𝘄: https://lnkd.in/eACwd8eW
𝗦𝗶𝗴𝗻 𝘁𝗵𝗲 𝗽𝗲𝘁𝗶𝘁𝗶𝗼𝗻 𝗼𝗻 𝗔𝗻𝗶𝗺𝗮𝗹 𝗥𝗶𝘀𝗶𝗻𝗴'𝘀 𝘄𝗲𝗯𝘀𝗶𝘁𝗲: https://lnkd.in/e5FV6kQa",3,1,1,1mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.982Z,,2024-06-12T10:12:38.209Z,https://www.youtube.com/watch?v=OfM5VRMl7wk,
https://www.linkedin.com/feed/update/urn:li:activity:7140283754979168256,,Text,"As we gather with Direct Action Everywhere, we invite you to join us for this 𝐞𝐱𝐜𝐥𝐮𝐬𝐢𝐯𝐞 𝟏-𝐡𝐨𝐮𝐫 𝐬𝐞𝐬𝐬𝐢𝐨𝐧 𝐡𝐚𝐩𝐩𝐞𝐧𝐢𝐧𝐠 𝐧𝐞𝐱𝐭 𝐌𝐨𝐧𝐝𝐚𝐲.💥

In 2016, DxE investigators openly rescued a chicken named Qing from a cage that had deformed her feet. 🐓 But their compassion was criminalised and ultimately led to the incarceration of animal rescuer #WayneHsiung last month. 🚨

🙌 Can the movement make this repression backfire? Can we turn animal freedom into an international debate? If yes, how?

We're gathering with Direct Action Everywhere (DxE), whose investigators were recently arrested for rescuing someone neglected and suffering, to reveal the answers to these questions. 🗝️ Cassie King, Communications Lead at Direct Action Everywhere, and 21-year-old UC Berkeley student and Founder of Happy Hen Animal Sanctuary, Zoe Rosenberg, will join the conversation to summarise what happened and detail the stories of Qing, Wayne, and three other DxE animal rescuers who were arrested on felony warrants outside the courthouse, including Zoe herself. 🏛️

During the webinar, Mark Westcombe from Animal Think Tank will discuss the importance of escalation and the backfire effect, providing historical examples, key learning points, and opportunities. 💡 Together, we'll contribute to the question of how we, as a movement, can be prepared to respond and build a larger narrative around events like this to potentially create a whirlwind moment.

🎟️ With less than a week remaining, register now and get your free ticket for this exclusive session. 👉 https://lnkd.in/e2yn3zTS

📌 December 18th, Monday
⏰ 6:30 - 7:30 PM (GMT) | 10:30 - 11:30 AM (PT)

#vegan #animalrights #RightToRescue #animalfree #animalwelfare #animalrescue",10,0,6,7mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.983Z,,2023-12-12T10:18:27.244Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7196842163861618688,,Article,"Missed out on the thought-provoking discussions at the Vegan and Animal Rights Conference? No worries! We've got you covered!

📢 Rob Udale & Natalie Braine's insightful talks on using narrative strategy and science for animal freedom are now LIVE! 📢 

👉 Check out the recordings now: 

https://lnkd.in/e7JZBfxz

https://lnkd.in/eA3_ZcDm",16,0,1,2mo,Post,https://www.linkedin.com/company/animal-think-tank/,2024-08-02T02:52:23.984Z,,2024-05-16T12:01:22.726Z,https://www.youtube.com/watch?v=EfcFaQt2UcI,
