Entity,Code,Year,Rabbits | 00001140 || Stocks | 005112 || animals
European Union (27) (FAO),,1986,90923000
European Union (27) (FAO),,1987,91847000
European Union (27) (FAO),,1988,94287000
European Union (27) (FAO),,1989,86374000
European Union (27) (FAO),,1990,85322000
European Union (27) (FAO),,1991,16782000
European Union (27) (FAO),,1992,16534000
European Union (27) (FAO),,1993,24599000
European Union (27) (FAO),,1994,24257000
European Union (27) (FAO),,1995,21424000
European Union (27) (FAO),,1996,21122000
European Union (27) (FAO),,1997,20904000
European Union (27) (FAO),,1998,20602000
European Union (27) (FAO),,1999,20565000
European Union (27) (FAO),,2000,20337000
European Union (27) (FAO),,2001,20274000
European Union (27) (FAO),,2002,20369000
European Union (27) (FAO),,2003,20323000
European Union (27) (FAO),,2004,20427000
European Union (27) (FAO),,2005,19847000
European Union (27) (FAO),,2006,19950000
European Union (27) (FAO),,2007,20494000
European Union (27) (FAO),,2008,20280000
European Union (27) (FAO),,2009,19482000
European Union (27) (FAO),,2010,19650000
European Union (27) (FAO),,2011,19658000
European Union (27) (FAO),,2012,19744000
European Union (27) (FAO),,2013,19757000
European Union (27) (FAO),,2014,19915000
European Union (27) (FAO),,2015,19716000
European Union (27) (FAO),,2016,19849000
European Union (27) (FAO),,2017,19596000
European Union (27) (FAO),,2018,12083000
European Union (27) (FAO),,2019,12015000
European Union (27) (FAO),,2020,11934000
European Union (27) (FAO),,2021,11713000
France,FRA,1961,38000000
France,FRA,1962,38000000
France,FRA,1963,38000000
France,FRA,1964,36000000
France,FRA,1965,36000000
France,FRA,1966,35000000
France,FRA,1967,35000000
France,FRA,1968,35000000
France,FRA,1969,35000000
France,FRA,1970,36000000
France,FRA,1971,35000000
France,FRA,1972,37000000
France,FRA,1973,36000000
France,FRA,1974,35000000
France,FRA,1975,34000000
France,FRA,1976,34000000
France,FRA,1977,34000000
France,FRA,1978,34307000
France,FRA,1979,34622000
France,FRA,1980,32000000
France,FRA,1981,29000000
France,FRA,1982,28000000
France,FRA,1983,26000000
France,FRA,1984,24000000
France,FRA,1985,20228000
France,FRA,1986,20478000
France,FRA,1987,20602000
France,FRA,1988,20915000
France,FRA,1989,17138000
France,FRA,1990,16791000
France,FRA,1991,2116000
France,FRA,1992,2144000
France,FRA,1993,1996000
France,FRA,1994,1791000
France,FRA,1995,1662000
France,FRA,1996,1617000
France,FRA,1997,1513000
France,FRA,1998,1461000
France,FRA,1999,1446000
France,FRA,2000,1365000
France,FRA,2001,1358000
France,FRA,2002,1344000
France,FRA,2003,1239000
France,FRA,2004,1276000
France,FRA,2005,1239000
France,FRA,2006,1199000
France,FRA,2007,1236000
France,FRA,2008,1198000
France,FRA,2009,1092000
France,FRA,2010,878000
France,FRA,2011,871000
France,FRA,2012,835000
France,FRA,2013,825000
France,FRA,2014,837000
France,FRA,2015,871000
France,FRA,2016,768000
France,FRA,2017,732000
France,FRA,2018,714000
France,FRA,2019,670000
France,FRA,2020,625000
France,FRA,2021,418000
French Polynesia,PYF,1986,4000
French Polynesia,PYF,1987,4000
French Polynesia,PYF,1990,0
French Polynesia,PYF,1991,0
French Polynesia,PYF,1992,0
French Polynesia,PYF,1993,0
French Polynesia,PYF,1994,0
French Polynesia,PYF,1995,0
French Polynesia,PYF,1996,0
French Polynesia,PYF,1997,0
French Polynesia,PYF,1998,0
French Polynesia,PYF,1999,0
French Polynesia,PYF,2000,0
French Polynesia,PYF,2001,0
French Polynesia,PYF,2002,0
French Polynesia,PYF,2003,0
French Polynesia,PYF,2004,0
French Polynesia,PYF,2005,0
French Polynesia,PYF,2006,0
French Polynesia,PYF,2007,0
French Polynesia,PYF,2008,0
French Polynesia,PYF,2009,0
French Polynesia,PYF,2010,0
French Polynesia,PYF,2011,0
French Polynesia,PYF,2012,0
French Polynesia,PYF,2013,0
French Polynesia,PYF,2014,0
French Polynesia,PYF,2015,0
French Polynesia,PYF,2016,0
French Polynesia,PYF,2017,0
French Polynesia,PYF,2018,0
French Polynesia,PYF,2019,0
French Polynesia,PYF,2020,0
French Polynesia,PYF,2021,0
Gabon,GAB,1961,100000
Gabon,GAB,1962,107000
Gabon,GAB,1963,113000
Gabon,GAB,1964,116000
Gabon,GAB,1965,120000
Gabon,GAB,1966,125000
Gabon,GAB,1967,132000
Gabon,GAB,1968,140000
Gabon,GAB,1969,146000
Gabon,GAB,1970,152000
Gabon,GAB,1971,159000
Gabon,GAB,1972,167000
Gabon,GAB,1973,175000
Gabon,GAB,1974,183000
Gabon,GAB,1975,190000
Gabon,GAB,1976,198000
Gabon,GAB,1977,206000
Gabon,GAB,1978,214000
Gabon,GAB,1979,220000
Gabon,GAB,1980,230000
Gabon,GAB,1981,240000
Gabon,GAB,1982,250000
Gabon,GAB,1983,250000
Gabon,GAB,1984,250000
Gabon,GAB,1985,250000
Gabon,GAB,1986,250000
Gabon,GAB,1987,250000
Gabon,GAB,1988,260000
Gabon,GAB,1989,265000
Gabon,GAB,1990,270000
Gabon,GAB,1991,275000
Gabon,GAB,1992,280000
Gabon,GAB,1993,285000
Gabon,GAB,1994,285000
Gabon,GAB,1995,285000
Gabon,GAB,1996,290000
Gabon,GAB,1997,290000
Gabon,GAB,1998,295000
Gabon,GAB,1999,295000
Gabon,GAB,2000,300000
Gabon,GAB,2001,300000
Gabon,GAB,2002,300000
Gabon,GAB,2003,300000
Gabon,GAB,2004,300000
Gabon,GAB,2005,300000
Gabon,GAB,2006,300000
Gabon,GAB,2007,310000
Gabon,GAB,2008,310000
Gabon,GAB,2009,310000
Gabon,GAB,2010,310000
Gabon,GAB,2011,310000
Gabon,GAB,2012,310000
Gabon,GAB,2013,340000
Gabon,GAB,2014,340000
Gabon,GAB,2015,337000
Gabon,GAB,2016,334000
Gabon,GAB,2017,333000
Gabon,GAB,2018,339000
Gabon,GAB,2019,343000
Gabon,GAB,2020,345000
Gabon,GAB,2021,347000
Georgia,GEO,1992,70000
Georgia,GEO,1993,35000
Georgia,GEO,1994,24000
Georgia,GEO,1995,18000
Georgia,GEO,1996,16000
Georgia,GEO,1997,11000
Georgia,GEO,1998,12000
Georgia,GEO,1999,13000
Georgia,GEO,2000,17000
Georgia,GEO,2001,17000
Georgia,GEO,2002,17000
Georgia,GEO,2003,16000
Georgia,GEO,2004,17000
Georgia,GEO,2005,19000
Georgia,GEO,2006,17000
Georgia,GEO,2007,17000
Georgia,GEO,2008,20000
Georgia,GEO,2009,20000
Georgia,GEO,2010,20000
Georgia,GEO,2011,20000
Georgia,GEO,2012,20000
Georgia,GEO,2013,20000
Georgia,GEO,2014,20000
Georgia,GEO,2015,20000
Georgia,GEO,2016,19000
Georgia,GEO,2017,19000
Georgia,GEO,2018,19000
Georgia,GEO,2019,20000
Georgia,GEO,2020,20000
Georgia,GEO,2021,20000
Germany,DEU,1961,20000
Germany,DEU,1962,20000
Germany,DEU,1963,20000
Germany,DEU,1964,20000
Germany,DEU,1965,20000
Germany,DEU,1966,20000
Germany,DEU,1967,20000
Germany,DEU,1968,20000
Germany,DEU,1969,22000
Germany,DEU,1970,22000
Germany,DEU,1971,22000
Germany,DEU,1972,22000
Germany,DEU,1973,25000
Germany,DEU,1974,25000
Germany,DEU,1975,25000
Germany,DEU,1976,25000
Germany,DEU,1977,25000
Germany,DEU,1978,25000
Germany,DEU,1979,25000
Germany,DEU,1980,27000
Germany,DEU,1981,27000
Germany,DEU,1982,27000
Germany,DEU,1983,27000
Germany,DEU,1984,27000
Germany,DEU,1985,27000
Germany,DEU,1986,30000
Germany,DEU,1987,30000
Germany,DEU,1988,30000
Germany,DEU,1989,30000
Germany,DEU,1990,32000
Greece,GRC,1961,900000
Greece,GRC,1962,1120000
Greece,GRC,1963,1185000
Greece,GRC,1964,1167000
Greece,GRC,1965,1238000
Greece,GRC,1966,1233000
Greece,GRC,1967,1283000
Greece,GRC,1968,1351000
Greece,GRC,1969,1375000
Greece,GRC,1970,1336000
Greece,GRC,1971,1382000
Greece,GRC,1972,1438000
Greece,GRC,1973,1666000
Greece,GRC,1974,2030000
Greece,GRC,1975,2114000
Greece,GRC,1976,2012000
Greece,GRC,1977,1948000
Greece,GRC,1978,1885000
Greece,GRC,1979,1923000
Greece,GRC,1980,1843000
Greece,GRC,1981,1772000
Greece,GRC,1982,1767000
Greece,GRC,1983,1772000
Greece,GRC,1984,1776000
Greece,GRC,1985,1811000
Greece,GRC,1986,1791000
Greece,GRC,1987,1811000
Greece,GRC,1988,1793000
Greece,GRC,1989,1813000
Greece,GRC,1990,1801000
Greece,GRC,1991,1747000
Greece,GRC,1992,1705000
Greece,GRC,1993,1855000
Greece,GRC,1994,1900000
Greece,GRC,1995,1537000
Greece,GRC,1996,1569000
Greece,GRC,1997,1545000
Greece,GRC,1998,1585000
Greece,GRC,1999,1538000
Greece,GRC,2000,1556000
Greece,GRC,2001,1542000
Greece,GRC,2002,1483000
Greece,GRC,2003,1423000
Greece,GRC,2004,1364000
Greece,GRC,2005,1292000
Greece,GRC,2006,1242000
Greece,GRC,2007,1231000
Greece,GRC,2008,1205000
Greece,GRC,2009,1192000
Greece,GRC,2010,1193000
Greece,GRC,2011,1228000
Greece,GRC,2012,1221000
Greece,GRC,2013,1184000
Greece,GRC,2014,715000
Greece,GRC,2015,906000
Greece,GRC,2016,900000
Greece,GRC,2017,869000
Greece,GRC,2018,816000
Greece,GRC,2019,783000
Guadeloupe,GLP,1961,12000
Guadeloupe,GLP,1962,12000
Guadeloupe,GLP,1963,12000
Guadeloupe,GLP,1964,12000
Guadeloupe,GLP,1965,8000
Guadeloupe,GLP,1966,7000
Guadeloupe,GLP,1967,4000
Guadeloupe,GLP,1968,3000
Guadeloupe,GLP,1969,2000
Guadeloupe,GLP,1970,2000
Guadeloupe,GLP,1971,1000
Guadeloupe,GLP,1972,1000
Guadeloupe,GLP,1973,1000
Guadeloupe,GLP,1974,2000
Guadeloupe,GLP,1975,3000
Guadeloupe,GLP,1976,5000
Guadeloupe,GLP,1977,5000
Guadeloupe,GLP,1978,9000
Guadeloupe,GLP,1979,14000
Guadeloupe,GLP,1980,17000
Guadeloupe,GLP,1981,47000
Guadeloupe,GLP,1982,45000
Guadeloupe,GLP,1983,46000
Guadeloupe,GLP,1984,48000
Guadeloupe,GLP,1985,50000
Guadeloupe,GLP,1986,50000
Guadeloupe,GLP,1987,50000
Guadeloupe,GLP,1988,50000
Guadeloupe,GLP,1989,35000
Guadeloupe,GLP,1990,40000
Guadeloupe,GLP,1991,33000
Guadeloupe,GLP,1992,35000
Guadeloupe,GLP,1993,35000
Guadeloupe,GLP,1994,35000
Guadeloupe,GLP,1995,20000
Guadeloupe,GLP,1996,10000
Guadeloupe,GLP,1997,20000
Guadeloupe,GLP,1998,20000
Guadeloupe,GLP,1999,20000
Guadeloupe,GLP,2000,20000
Guadeloupe,GLP,2001,20000
Guadeloupe,GLP,2002,20000
Guadeloupe,GLP,2003,20000
Guadeloupe,GLP,2004,20000
Guadeloupe,GLP,2005,20000
Guadeloupe,GLP,2006,20000
High-income countries,,1961,67569000
High-income countries,,1962,68996000
High-income countries,,1963,70825000
High-income countries,,1964,70021000
High-income countries,,1965,71409000
High-income countries,,1966,73104000
High-income countries,,1967,74118000
High-income countries,,1968,78573000
High-income countries,,1969,82292000
High-income countries,,1970,85651000
High-income countries,,1971,89016000
High-income countries,,1972,94679000
High-income countries,,1973,96627000
High-income countries,,1974,101007000
High-income countries,,1975,101146000
High-income countries,,1976,98709000
High-income countries,,1977,100040000
High-income countries,,1978,102927000
High-income countries,,1979,108770000
High-income countries,,1980,107525000
High-income countries,,1981,106265000
High-income countries,,1982,107859000
High-income countries,,1983,104704000
High-income countries,,1984,101192000
High-income countries,,1985,97876000
High-income countries,,1986,99538000
High-income countries,,1987,100122000
High-income countries,,1988,102327000
High-income countries,,1989,93797000
High-income countries,,1990,94274000
High-income countries,,1991,25419000
High-income countries,,1992,24302000
High-income countries,,1993,24081000
High-income countries,,1994,23605000
High-income countries,,1995,20310000
High-income countries,,1996,19889000
High-income countries,,1997,19676000
High-income countries,,1998,19692000
High-income countries,,1999,20058000
High-income countries,,2000,19977000
High-income countries,,2001,19987000
High-income countries,,2002,19738000
High-income countries,,2003,19155000
High-income countries,,2004,19502000
High-income countries,,2005,19171000
High-income countries,,2006,18745000
High-income countries,,2007,19209000
High-income countries,,2008,18990000
High-income countries,,2009,18426000
High-income countries,,2010,18244000
High-income countries,,2011,18222000
High-income countries,,2012,18401000
High-income countries,,2013,18239000
High-income countries,,2014,18422000
High-income countries,,2015,18177000
High-income countries,,2016,18196000
High-income countries,,2017,17963000
High-income countries,,2018,3864000
High-income countries,,2019,3784000
High-income countries,,2020,2581000
High-income countries,,2021,1130000
Hungary,HUN,1961,1500000
Hungary,HUN,1962,1500000
Hungary,HUN,1963,1500000
Hungary,HUN,1964,2000000
Hungary,HUN,1965,2000000
Hungary,HUN,1966,2000000
Hungary,HUN,1967,2000000
Hungary,HUN,1968,2500000
Hungary,HUN,1969,2500000
Hungary,HUN,1970,3000000
Hungary,HUN,1971,4500000
Hungary,HUN,1972,5000000
Hungary,HUN,1973,6000000
Hungary,HUN,1974,6500000
Hungary,HUN,1975,6000000
Hungary,HUN,1976,5300000
Hungary,HUN,1977,4600000
Hungary,HUN,1978,4500000
Hungary,HUN,1979,4100000
Hungary,HUN,1980,4000000
Hungary,HUN,1981,3838000
Hungary,HUN,1982,4586000
Hungary,HUN,1983,4760000
Hungary,HUN,1984,2468000
Hungary,HUN,1985,2345000
Hungary,HUN,1986,2333000
Hungary,HUN,1987,2319000
Hungary,HUN,1988,2372000
Hungary,HUN,1989,2332000
Hungary,HUN,1990,2317000
Hungary,HUN,1991,2450000
Hungary,HUN,1992,2395000
Hungary,HUN,1993,2500000
Hungary,HUN,1994,2500000
Hungary,HUN,1995,2000000
Hungary,HUN,1996,1076000
Hungary,HUN,1997,1041000
Hungary,HUN,1998,933000
Hungary,HUN,1999,1005000
Hungary,HUN,2000,912000
Hungary,HUN,2001,779000
Hungary,HUN,2002,1085000
Hungary,HUN,2003,936000
Hungary,HUN,2004,1289000
Hungary,HUN,2005,1007000
Hungary,HUN,2006,1043000
Hungary,HUN,2007,941000
Hungary,HUN,2008,961000
Hungary,HUN,2009,732000
Hungary,HUN,2010,815000
Hungary,HUN,2011,826000
Hungary,HUN,2012,975000
Hungary,HUN,2013,1096000
Hungary,HUN,2014,1419000
Hungary,HUN,2015,1645000
Hungary,HUN,2016,1478000
Hungary,HUN,2017,1083000
Hungary,HUN,2018,1169000
Hungary,HUN,2019,1178000
Hungary,HUN,2020,1210000
Iceland,ISL,1990,1800000
Iceland,ISL,1991,1570000
Iceland,ISL,1992,430000
Iceland,ISL,1993,173000
Iceland,ISL,1994,128000
Iceland,ISL,1995,84000
Iceland,ISL,1996,75000
Iceland,ISL,1997,144000
Iceland,ISL,1998,418000
Iceland,ISL,1999,726000
Iceland,ISL,2000,706000
Iceland,ISL,2001,791000
Iceland,ISL,2002,358000
Iceland,ISL,2003,187000
Iceland,ISL,2004,208000
Iceland,ISL,2005,239000
Iceland,ISL,2006,254000
Iceland,ISL,2007,219000
Iceland,ISL,2008,193000
Iceland,ISL,2009,369000
Iceland,ISL,2010,105000
Iceland,ISL,2011,105000
Iceland,ISL,2012,130000
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
Iceland,ISL,2020,0
Iceland,ISL,2021,0
Italy,ITA,1961,16290000
Italy,ITA,1962,17640000
Italy,ITA,1963,18900000
Italy,ITA,1964,19500000
Italy,ITA,1965,21000000
Italy,ITA,1966,22800000
Italy,ITA,1967,23760000
Italy,ITA,1968,24660000
Italy,ITA,1969,26100000
Italy,ITA,1970,28260000
Italy,ITA,1971,30540000
Italy,ITA,1972,34200000
Italy,ITA,1973,36420000
Italy,ITA,1974,40260000
Italy,ITA,1975,41760000
Italy,ITA,1976,42060000
Italy,ITA,1977,44370000
Italy,ITA,1978,47430000
Italy,ITA,1979,53200000
Italy,ITA,1980,56000000
Italy,ITA,1981,57800000
Italy,ITA,1982,57700000
Italy,ITA,1983,57200000
Italy,ITA,1984,57900000
Italy,ITA,1985,59000000
Italy,ITA,1986,59500000
Italy,ITA,1987,60600000
Italy,ITA,1988,63000000
Italy,ITA,1989,60000000
Italy,ITA,1990,59000000
Italy,ITA,1991,6503000
Italy,ITA,1992,6491000
Italy,ITA,1993,6478000
Italy,ITA,1994,6466000
Italy,ITA,1995,6454000
Italy,ITA,1996,6441000
Italy,ITA,1997,6429000
Italy,ITA,1998,6417000
Italy,ITA,1999,6404000
Italy,ITA,2000,6392000
Italy,ITA,2001,6380000
Italy,ITA,2002,6367000
Italy,ITA,2003,6355000
Italy,ITA,2004,6343000
Italy,ITA,2005,6330000
Italy,ITA,2006,6318000
Italy,ITA,2007,6306000
Italy,ITA,2008,6293000
Italy,ITA,2009,6281000
Italy,ITA,2010,6357000
Italy,ITA,2011,6374000
Italy,ITA,2012,6352000
Italy,ITA,2013,6418000
Italy,ITA,2014,6524000
Italy,ITA,2015,5734000
Italy,ITA,2016,6132000
Italy,ITA,2017,6269000
Jordan,JOR,1981,88000
Jordan,JOR,1982,64000
Jordan,JOR,1983,63000
Jordan,JOR,1984,69000
Jordan,JOR,1985,69000
Jordan,JOR,1986,69000
Jordan,JOR,1987,70000
Jordan,JOR,1988,70000
Jordan,JOR,1989,70000
Jordan,JOR,1990,70000
Jordan,JOR,1991,70000
Jordan,JOR,1992,70000
Jordan,JOR,1993,70000
Jordan,JOR,1994,70000
Jordan,JOR,1995,70000
Jordan,JOR,1996,70000
Jordan,JOR,1997,70000
Jordan,JOR,1998,70000
Jordan,JOR,1999,70000
Jordan,JOR,2000,70000
Jordan,JOR,2001,70000
Jordan,JOR,2002,70000
Jordan,JOR,2003,70000
Jordan,JOR,2004,70000
Jordan,JOR,2005,20000
Jordan,JOR,2006,10000
Jordan,JOR,2007,10000
Jordan,JOR,2008,10000
Jordan,JOR,2009,10000
Jordan,JOR,2010,10000
Jordan,JOR,2011,10000
Jordan,JOR,2012,10000
Jordan,JOR,2013,10000
Jordan,JOR,2014,10000
Jordan,JOR,2015,9000
Jordan,JOR,2016,9000
Jordan,JOR,2017,10000
Jordan,JOR,2018,10000
Jordan,JOR,2019,11000
Jordan,JOR,2020,12000
Jordan,JOR,2021,14000
Kazakhstan,KAZ,1992,167000
Kazakhstan,KAZ,1993,137000
Kazakhstan,KAZ,1994,131000
Kazakhstan,KAZ,1995,100000
Kazakhstan,KAZ,1996,77000
Kazakhstan,KAZ,1997,62000
Kazakhstan,KAZ,1998,49000
Kazakhstan,KAZ,1999,53000
Kazakhstan,KAZ,2000,63000
Kazakhstan,KAZ,2001,78000
Kazakhstan,KAZ,2002,92000
Kazakhstan,KAZ,2003,115000
Kazakhstan,KAZ,2004,105000
Kazakhstan,KAZ,2005,93000
Kazakhstan,KAZ,2006,93000
Kazakhstan,KAZ,2007,82000
Kazakhstan,KAZ,2008,80000
Kazakhstan,KAZ,2009,68000
Kazakhstan,KAZ,2010,75000
Kazakhstan,KAZ,2011,75000
Kazakhstan,KAZ,2012,82000
Kazakhstan,KAZ,2013,79000
Kazakhstan,KAZ,2014,78000
Kazakhstan,KAZ,2015,80000
Kazakhstan,KAZ,2016,90000
Kazakhstan,KAZ,2017,98000
Kazakhstan,KAZ,2018,103000
Kazakhstan,KAZ,2019,101000
Kazakhstan,KAZ,2020,104000
Kazakhstan,KAZ,2021,101000
Kenya,KEN,1969,5000
Kenya,KEN,1970,5000
Kenya,KEN,1971,6000
Kenya,KEN,1972,6000
Kenya,KEN,1973,7000
Kenya,KEN,1974,7000
Kenya,KEN,1975,8000
Kenya,KEN,1976,8000
Kenya,KEN,1977,9000
Kenya,KEN,1978,9000
Kenya,KEN,1979,10000
Kenya,KEN,1980,25000
Kenya,KEN,1981,40000
Kenya,KEN,1982,60000
Kenya,KEN,1983,80000
Kenya,KEN,1984,100000
Kenya,KEN,1985,120000
Kenya,KEN,1986,140000
Kenya,KEN,1987,160000
Kenya,KEN,1988,180000
Kenya,KEN,1989,200000
Kenya,KEN,1990,214000
Kenya,KEN,1991,249000
Kenya,KEN,1992,270000
Kenya,KEN,1993,301000
Kenya,KEN,1994,274000
Kenya,KEN,1995,314000
Kenya,KEN,1996,425000
Kenya,KEN,1997,358000
Kenya,KEN,1998,339000
Kenya,KEN,1999,398000
Kenya,KEN,2000,423000
Kenya,KEN,2001,404000
Kenya,KEN,2002,476000
Kenya,KEN,2003,514000
Kenya,KEN,2004,445000
Kenya,KEN,2005,472000
Kenya,KEN,2006,548000
Kenya,KEN,2007,447000
Kenya,KEN,2008,454000
Kenya,KEN,2009,483000
Kenya,KEN,2010,534000
Kenya,KEN,2011,787000
Kenya,KEN,2012,782000
Kenya,KEN,2013,872000
Kenya,KEN,2014,875000
Kenya,KEN,2015,961000
Kenya,KEN,2016,825000
Kenya,KEN,2017,828000
Kenya,KEN,2018,763000
Kenya,KEN,2019,729000
Kenya,KEN,2020,725000
Kenya,KEN,2021,687000
Kyrgyzstan,KGZ,1992,400000
Kyrgyzstan,KGZ,1993,100000
Kyrgyzstan,KGZ,1994,200000
Kyrgyzstan,KGZ,1995,100000
Kyrgyzstan,KGZ,1996,100000
Kyrgyzstan,KGZ,1997,90000
Kyrgyzstan,KGZ,1998,80000
Kyrgyzstan,KGZ,1999,70000
Kyrgyzstan,KGZ,2000,60000
Kyrgyzstan,KGZ,2001,60000
Kyrgyzstan,KGZ,2002,55000
Kyrgyzstan,KGZ,2003,36000
Kyrgyzstan,KGZ,2004,48000
Kyrgyzstan,KGZ,2005,36000
Kyrgyzstan,KGZ,2006,33000
Kyrgyzstan,KGZ,2007,34000
Kyrgyzstan,KGZ,2008,32000
Kyrgyzstan,KGZ,2009,32000
Kyrgyzstan,KGZ,2010,37000
Kyrgyzstan,KGZ,2011,37000
Kyrgyzstan,KGZ,2012,33000
Kyrgyzstan,KGZ,2013,30000
Kyrgyzstan,KGZ,2014,26000
Kyrgyzstan,KGZ,2015,25000
Kyrgyzstan,KGZ,2016,26000
Kyrgyzstan,KGZ,2017,25000
Kyrgyzstan,KGZ,2018,27000
Kyrgyzstan,KGZ,2019,26000
Kyrgyzstan,KGZ,2020,22000
Kyrgyzstan,KGZ,2021,20000
Land Locked Developing Countries (FAO),,1961,85000
Land Locked Developing Countries (FAO),,1962,90000
Land Locked Developing Countries (FAO),,1963,95000
Land Locked Developing Countries (FAO),,1964,100000
Land Locked Developing Countries (FAO),,1965,105000
Land Locked Developing Countries (FAO),,1966,110000
Land Locked Developing Countries (FAO),,1967,115000
Land Locked Developing Countries (FAO),,1968,121000
Land Locked Developing Countries (FAO),,1969,126000
Land Locked Developing Countries (FAO),,1970,136000
Land Locked Developing Countries (FAO),,1971,156000
Land Locked Developing Countries (FAO),,1972,168000
Land Locked Developing Countries (FAO),,1973,176000
Land Locked Developing Countries (FAO),,1974,184000
Land Locked Developing Countries (FAO),,1975,187000
Land Locked Developing Countries (FAO),,1976,211000
Land Locked Developing Countries (FAO),,1977,224000
Land Locked Developing Countries (FAO),,1978,221000
Land Locked Developing Countries (FAO),,1979,242000
Land Locked Developing Countries (FAO),,1980,252000
Land Locked Developing Countries (FAO),,1981,225000
Land Locked Developing Countries (FAO),,1982,262000
Land Locked Developing Countries (FAO),,1983,261000
Land Locked Developing Countries (FAO),,1984,269000
Land Locked Developing Countries (FAO),,1985,309000
Land Locked Developing Countries (FAO),,1986,337000
Land Locked Developing Countries (FAO),,1987,344000
Land Locked Developing Countries (FAO),,1988,369000
Land Locked Developing Countries (FAO),,1989,462000
Land Locked Developing Countries (FAO),,1990,544000
Land Locked Developing Countries (FAO),,1991,573000
Land Locked Developing Countries (FAO),,1992,1516000
Land Locked Developing Countries (FAO),,1993,1238000
Land Locked Developing Countries (FAO),,1994,1250000
Land Locked Developing Countries (FAO),,1995,1091000
Land Locked Developing Countries (FAO),,1996,1080000
Land Locked Developing Countries (FAO),,1997,1023000
Land Locked Developing Countries (FAO),,1998,867000
Land Locked Developing Countries (FAO),,1999,963000
Land Locked Developing Countries (FAO),,2000,1104000
Land Locked Developing Countries (FAO),,2001,1216000
Land Locked Developing Countries (FAO),,2002,1414000
Land Locked Developing Countries (FAO),,2003,1351000
Land Locked Developing Countries (FAO),,2004,1447000
Land Locked Developing Countries (FAO),,2005,1708000
Land Locked Developing Countries (FAO),,2006,1358000
Land Locked Developing Countries (FAO),,2007,1519000
Land Locked Developing Countries (FAO),,2008,1603000
Land Locked Developing Countries (FAO),,2009,1893000
Land Locked Developing Countries (FAO),,2010,2000000
Land Locked Developing Countries (FAO),,2011,2192000
Land Locked Developing Countries (FAO),,2012,2406000
Land Locked Developing Countries (FAO),,2013,2832000
Land Locked Developing Countries (FAO),,2014,2648000
Land Locked Developing Countries (FAO),,2015,2994000
Land Locked Developing Countries (FAO),,2016,3050000
Land Locked Developing Countries (FAO),,2017,3249000
Land Locked Developing Countries (FAO),,2018,3311000
Land Locked Developing Countries (FAO),,2019,3412000
Land Locked Developing Countries (FAO),,2020,3447000
Land Locked Developing Countries (FAO),,2021,3430000
Latvia,LVA,1992,223000
Latvia,LVA,1993,199000
Latvia,LVA,1994,163000
Latvia,LVA,1995,155000
Latvia,LVA,1996,153000
Latvia,LVA,1997,134000
Latvia,LVA,1998,93000
Latvia,LVA,1999,98000
Latvia,LVA,2000,72000
Latvia,LVA,2001,111000
Latvia,LVA,2002,150000
Latvia,LVA,2003,142000
Latvia,LVA,2004,149000
Latvia,LVA,2005,136000
Latvia,LVA,2006,98000
Latvia,LVA,2007,93000
Latvia,LVA,2008,96000
Latvia,LVA,2009,57000
Latvia,LVA,2010,44000
Latvia,LVA,2011,33000
Latvia,LVA,2012,39000
Latvia,LVA,2013,37000
Latvia,LVA,2014,39000
Latvia,LVA,2015,60000
Latvia,LVA,2016,57000
Latvia,LVA,2017,35000
Latvia,LVA,2018,29000
Latvia,LVA,2019,26000
Latvia,LVA,2020,26000
Latvia,LVA,2021,24000
Least Developed Countries (FAO),,1961,10000
Least Developed Countries (FAO),,1962,15000
Least Developed Countries (FAO),,1963,20000
Least Developed Countries (FAO),,1964,25000
Least Developed Countries (FAO),,1965,30000
Least Developed Countries (FAO),,1966,35000
Least Developed Countries (FAO),,1967,40000
Least Developed Countries (FAO),,1968,45000
Least Developed Countries (FAO),,1969,50000
Least Developed Countries (FAO),,1970,60000
Least Developed Countries (FAO),,1971,70000
Least Developed Countries (FAO),,1972,82000
Least Developed Countries (FAO),,1973,90000
Least Developed Countries (FAO),,1974,97000
Least Developed Countries (FAO),,1975,100000
Least Developed Countries (FAO),,1976,114000
Least Developed Countries (FAO),,1977,127000
Least Developed Countries (FAO),,1978,124000
Least Developed Countries (FAO),,1979,145000
Least Developed Countries (FAO),,1980,134000
Least Developed Countries (FAO),,1981,107000
Least Developed Countries (FAO),,1982,124000
Least Developed Countries (FAO),,1983,122000
Least Developed Countries (FAO),,1984,132000
Least Developed Countries (FAO),,1985,196000
Least Developed Countries (FAO),,1986,237000
Least Developed Countries (FAO),,1987,241000
Least Developed Countries (FAO),,1988,259000
Least Developed Countries (FAO),,1989,362000
Least Developed Countries (FAO),,1990,452000
Least Developed Countries (FAO),,1991,957000
Least Developed Countries (FAO),,1992,952000
Least Developed Countries (FAO),,1993,955000
Least Developed Countries (FAO),,1994,897000
Least Developed Countries (FAO),,1995,856000
Least Developed Countries (FAO),,1996,909000
Least Developed Countries (FAO),,1997,910000
Least Developed Countries (FAO),,1998,774000
Least Developed Countries (FAO),,1999,1309000
Least Developed Countries (FAO),,2000,1518000
Least Developed Countries (FAO),,2001,1376000
