Entity,Code,Year,Turkeys | 00001079 || Stocks | 005112 || animals
Egypt,EGY,1992,1365000
Egypt,EGY,1993,1418000
Egypt,EGY,1994,1472000
Egypt,EGY,1995,1517000
Egypt,EGY,1996,1283000
Egypt,EGY,1997,1576000
Egypt,EGY,1998,1170000
Egypt,EGY,1999,1260000
Egypt,EGY,2000,970000
Egypt,EGY,2001,1400000
Egypt,EGY,2002,1340000
Egypt,EGY,2003,1360000
Egypt,EGY,2004,985000
Egypt,EGY,2005,1478000
Egypt,EGY,2006,1410000
Egypt,EGY,2007,1502000
Egypt,EGY,2008,1303000
Egypt,EGY,2009,1259000
Egypt,EGY,2010,1633000
Egypt,EGY,2011,1915000
Egypt,EGY,2012,1848000
Egypt,EGY,2013,3329000
Egypt,EGY,2014,3448000
Egypt,EGY,2015,3235000
Egypt,EGY,2016,3247000
Egypt,EGY,2017,3065000
Egypt,EGY,2018,3350000
Egypt,EGY,2019,1800000
Egypt,EGY,2020,1793000
Egypt,EGY,2021,2314000
Estonia,EST,1992,83000
Estonia,EST,1993,34000
Estonia,EST,1994,20000
Estonia,EST,1995,22000
Estonia,EST,1996,25000
Estonia,EST,1997,25000
Estonia,EST,1998,20000
Estonia,EST,1999,20000
Estonia,EST,2000,20000
Estonia,EST,2001,20000
Estonia,EST,2002,20000
Estonia,EST,2003,10000
Estonia,EST,2004,6000
Estonia,EST,2005,8000
Estonia,EST,2006,9000
Estonia,EST,2007,8000
Estonia,EST,2008,7000
Estonia,EST,2009,9000
Estonia,EST,2010,9000
Estonia,EST,2011,10000
Estonia,EST,2012,12000
Estonia,EST,2013,13000
Estonia,EST,2014,13000
Estonia,EST,2015,10000
Estonia,EST,2016,10000
Estonia,EST,2017,10000
Europe,,1961,80525000
Europe,,1962,66444000
Europe,,1963,51274000
Europe,,1964,35976000
Europe,,1965,31667000
Europe,,1966,31259000
Europe,,1967,28868000
Europe,,1968,29019000
Europe,,1969,30840000
Europe,,1970,40714000
Europe,,1971,59289000
Europe,,1972,63700000
Europe,,1973,68573000
Europe,,1974,74823000
Europe,,1975,78539000
Europe,,1976,61344000
Europe,,1977,82560000
Europe,,1978,99593000
Europe,,1979,108587000
Europe,,1980,116393000
Europe,,1981,122598000
Europe,,1982,122745000
Europe,,1983,120314000
Europe,,1984,119777000
Europe,,1985,120023000
Europe,,1986,122104000
Europe,,1987,117996000
Europe,,1988,120463000
Europe,,1989,121588000
Europe,,1990,120341000
Europe,,1991,120393000
Europe,,1992,93874000
Europe,,1993,96469000
Europe,,1994,101601000
Europe,,1995,105026000
Europe,,1996,108506000
Europe,,1997,108680000
Europe,,1998,109146000
Europe,,1999,107983000
Europe,,2000,108341000
Europe,,2001,112529000
Europe,,2002,121130000
Europe,,2003,108699000
Europe,,2004,104216000
Europe,,2005,103597000
Europe,,2006,102710000
Europe,,2007,99853000
Europe,,2008,99458000
Europe,,2009,98554000
Europe,,2010,97405000
Europe,,2011,95405000
Europe,,2012,95616000
Europe,,2013,93858000
Europe,,2014,93752000
Europe,,2015,97229000
Europe,,2016,103848000
Europe,,2017,103136000
Europe,,2018,56604000
Europe,,2019,56371000
Europe,,2020,55312000
Europe,,2021,53828000
Europe (FAO),,1961,80449000
Europe (FAO),,1962,66358000
Europe (FAO),,1963,51193000
Europe (FAO),,1964,35904000
Europe (FAO),,1965,31659000
Europe (FAO),,1966,31266000
Europe (FAO),,1967,28872000
Europe (FAO),,1968,29016000
Europe (FAO),,1969,30873000
Europe (FAO),,1970,40772000
Europe (FAO),,1971,59470000
Europe (FAO),,1972,63809000
Europe (FAO),,1973,68766000
Europe (FAO),,1974,75047000
Europe (FAO),,1975,78789000
Europe (FAO),,1976,61584000
Europe (FAO),,1977,82809000
Europe (FAO),,1978,99819000
Europe (FAO),,1979,108775000
Europe (FAO),,1980,116648000
Europe (FAO),,1981,122771000
Europe (FAO),,1982,122905000
Europe (FAO),,1983,120493000
Europe (FAO),,1984,119898000
Europe (FAO),,1985,120182000
Europe (FAO),,1986,122271000
Europe (FAO),,1987,118171000
Europe (FAO),,1988,120722000
Europe (FAO),,1989,121879000
Europe (FAO),,1990,120589000
Europe (FAO),,1991,120683000
Europe (FAO),,1992,94172000
Europe (FAO),,1993,96675000
Europe (FAO),,1994,101745000
Europe (FAO),,1995,105148000
Europe (FAO),,1996,108634000
Europe (FAO),,1997,108807000
Europe (FAO),,1998,109275000
Europe (FAO),,1999,108159000
Europe (FAO),,2000,108131000
Europe (FAO),,2001,112309000
Europe (FAO),,2002,120910000
Europe (FAO),,2003,108499000
Europe (FAO),,2004,104056000
Europe (FAO),,2005,103432000
Europe (FAO),,2006,102560000
Europe (FAO),,2007,99728000
Europe (FAO),,2008,99352000
Europe (FAO),,2009,98463000
Europe (FAO),,2010,97325000
Europe (FAO),,2011,95331000
Europe (FAO),,2012,95544000
Europe (FAO),,2013,93789000
Europe (FAO),,2014,93681000
Europe (FAO),,2015,97155000
Europe (FAO),,2016,103835000
Europe (FAO),,2017,103050000
Europe (FAO),,2018,102963000
Europe (FAO),,2019,102801000
Europe (FAO),,2020,102695000
Europe (FAO),,2021,101291000
European Union (27),,1961,7567000
European Union (27),,1962,7818000
European Union (27),,1963,8390000
European Union (27),,1964,9068000
European Union (27),,1965,9509000
European Union (27),,1966,9721000
European Union (27),,1967,10717000
European Union (27),,1968,11719000
European Union (27),,1969,13207000
European Union (27),,1970,16475000
European Union (27),,1971,21742000
European Union (27),,1972,24553000
European Union (27),,1973,31600000
European Union (27),,1974,33949000
European Union (27),,1975,33719000
European Union (27),,1976,32125000
European Union (27),,1977,34903000
European Union (27),,1978,36384000
European Union (27),,1979,39889000
European Union (27),,1980,43418000
European Union (27),,1981,46801000
European Union (27),,1982,50305000
European Union (27),,1983,48118000
European Union (27),,1984,47442000
European Union (27),,1985,52986000
European Union (27),,1986,54808000
European Union (27),,1987,57163000
European Union (27),,1988,60028000
European Union (27),,1989,62060000
European Union (27),,1990,69272000
European Union (27),,1991,70132000
European Union (27),,1992,73686000
European Union (27),,1993,75707000
European Union (27),,1994,79184000
European Union (27),,1995,84771000
European Union (27),,1996,88050000
European Union (27),,1997,88410000
European Union (27),,1998,90335000
European Union (27),,1999,89873000
European Union (27),,2000,89047000
European Union (27),,2001,92318000
European Union (27),,2002,101846000
European Union (27),,2003,93366000
European Union (27),,2004,89122000
European Union (27),,2005,88800000
European Union (27),,2006,89722000
European Union (27),,2007,88876000
European Union (27),,2008,86824000
European Union (27),,2009,86573000
European Union (27),,2010,86381000
European Union (27),,2011,84100000
European Union (27),,2012,84795000
European Union (27),,2013,82624000
European Union (27),,2014,82093000
European Union (27),,2015,84835000
European Union (27),,2016,85979000
European Union (27),,2017,85489000
European Union (27),,2018,38547000
European Union (27),,2019,39325000
European Union (27),,2020,38125000
European Union (27),,2021,37356000
European Union (27) (FAO),,1961,7591000
European Union (27) (FAO),,1962,7838000
European Union (27) (FAO),,1963,8419000
European Union (27) (FAO),,1964,9096000
European Union (27) (FAO),,1965,9551000
European Union (27) (FAO),,1966,9778000
European Union (27) (FAO),,1967,10770000
European Union (27) (FAO),,1968,11771000
European Union (27) (FAO),,1969,13294000
European Union (27) (FAO),,1970,16586000
European Union (27) (FAO),,1971,21974000
European Union (27) (FAO),,1972,24713000
European Union (27) (FAO),,1973,31805000
European Union (27) (FAO),,1974,34182000
European Union (27) (FAO),,1975,33981000
European Union (27) (FAO),,1976,32385000
European Union (27) (FAO),,1977,35176000
European Union (27) (FAO),,1978,36641000
European Union (27) (FAO),,1979,40113000
European Union (27) (FAO),,1980,43708000
European Union (27) (FAO),,1981,47014000
European Union (27) (FAO),,1982,50505000
European Union (27) (FAO),,1983,48337000
European Union (27) (FAO),,1984,47603000
European Union (27) (FAO),,1985,53185000
European Union (27) (FAO),,1986,55015000
European Union (27) (FAO),,1987,57378000
European Union (27) (FAO),,1988,60327000
European Union (27) (FAO),,1989,62391000
European Union (27) (FAO),,1990,69560000
European Union (27) (FAO),,1991,70462000
European Union (27) (FAO),,1992,74044000
European Union (27) (FAO),,1993,75983000
European Union (27) (FAO),,1994,79428000
European Union (27) (FAO),,1995,85043000
European Union (27) (FAO),,1996,88348000
European Union (27) (FAO),,1997,88707000
European Union (27) (FAO),,1998,90674000
European Union (27) (FAO),,1999,90249000
European Union (27) (FAO),,2000,89047000
European Union (27) (FAO),,2001,92318000
European Union (27) (FAO),,2002,101846000
European Union (27) (FAO),,2003,93366000
European Union (27) (FAO),,2004,89123000
European Union (27) (FAO),,2005,88800000
European Union (27) (FAO),,2006,89722000
European Union (27) (FAO),,2007,88876000
European Union (27) (FAO),,2008,86824000
European Union (27) (FAO),,2009,86573000
European Union (27) (FAO),,2010,86381000
European Union (27) (FAO),,2011,84100000
European Union (27) (FAO),,2012,84795000
European Union (27) (FAO),,2013,82624000
European Union (27) (FAO),,2014,82093000
European Union (27) (FAO),,2015,84834000
European Union (27) (FAO),,2016,85979000
European Union (27) (FAO),,2017,85487000
European Union (27) (FAO),,2018,84996000
European Union (27) (FAO),,2019,85810000
European Union (27) (FAO),,2020,85560000
European Union (27) (FAO),,2021,84869000
Fiji,FJI,1961,3000
Fiji,FJI,1962,4000
Fiji,FJI,1963,5000
Fiji,FJI,1964,6000
Fiji,FJI,1965,7000
Fiji,FJI,1966,8000
Fiji,FJI,1967,11000
Fiji,FJI,1968,14000
Fiji,FJI,1969,16000
Fiji,FJI,1970,18000
Fiji,FJI,1971,19000
Fiji,FJI,1972,20000
Fiji,FJI,1973,22000
Fiji,FJI,1974,24000
Fiji,FJI,1975,25000
Fiji,FJI,1976,26000
Fiji,FJI,1977,28000
Fiji,FJI,1978,29000
Fiji,FJI,1979,30000
Fiji,FJI,1980,31000
Fiji,FJI,1981,32000
Fiji,FJI,1982,33000
Fiji,FJI,1983,34000
Fiji,FJI,1984,35000
Fiji,FJI,1985,38000
Fiji,FJI,1986,40000
Fiji,FJI,1987,40000
Fiji,FJI,1988,43000
Fiji,FJI,1989,45000
Fiji,FJI,1990,48000
Fiji,FJI,1991,50000
Fiji,FJI,1992,50000
Fiji,FJI,1993,52000
Fiji,FJI,1994,55000
Fiji,FJI,1995,58000
Fiji,FJI,1996,58000
Fiji,FJI,1997,58000
Fiji,FJI,1998,60000
Fiji,FJI,1999,60000
Fiji,FJI,2000,65000
Fiji,FJI,2001,65000
Fiji,FJI,2002,65000
Fiji,FJI,2003,65000
Fiji,FJI,2004,65000
Fiji,FJI,2005,65000
Fiji,FJI,2006,65000
Fiji,FJI,2007,70000
Fiji,FJI,2008,70000
Fiji,FJI,2009,70000
Fiji,FJI,2010,75000
Fiji,FJI,2011,75000
Fiji,FJI,2012,75000
Fiji,FJI,2013,75000
Fiji,FJI,2014,75000
Fiji,FJI,2015,76000
Fiji,FJI,2016,77000
Fiji,FJI,2017,78000
Fiji,FJI,2018,77000
Fiji,FJI,2019,78000
Fiji,FJI,2020,79000
Fiji,FJI,2021,80000
Finland,FIN,1989,525000
Finland,FIN,1990,495000
Finland,FIN,1991,525000
Finland,FIN,1992,505000
Finland,FIN,1993,520000
Finland,FIN,1994,500000
Finland,FIN,1995,530000
Finland,FIN,1996,520000
Finland,FIN,1997,495000
Finland,FIN,1998,530000
Finland,FIN,1999,505000
Finland,FIN,2000,520000
Finland,FIN,2001,500000
Finland,FIN,2002,495000
Finland,FIN,2003,515000
Finland,FIN,2004,535000
Finland,FIN,2005,495000
Finland,FIN,2006,493000
Finland,FIN,2007,431000
Finland,FIN,2008,415000
Finland,FIN,2009,306000
Finland,FIN,2010,280000
Finland,FIN,2011,308000
Finland,FIN,2012,295000
Finland,FIN,2013,274000
Finland,FIN,2014,292000
Finland,FIN,2015,246000
Finland,FIN,2016,260000
Finland,FIN,2017,292000
Finland,FIN,2018,299000
Finland,FIN,2019,263000
Finland,FIN,2020,268000
Finland,FIN,2021,357000
France,FRA,1961,1600000
France,FRA,1962,1600000
France,FRA,1963,1700000
France,FRA,1964,1700000
France,FRA,1965,1800000
France,FRA,1966,1800000
France,FRA,1967,1800000
France,FRA,1968,2000000
France,FRA,1969,2246000
France,FRA,1970,2588000
France,FRA,1971,3069000
France,FRA,1972,4180000
France,FRA,1973,8700000
France,FRA,1974,9607000
France,FRA,1975,9583000
France,FRA,1976,8771000
France,FRA,1977,10494000
France,FRA,1978,11125000
France,FRA,1979,11955000
France,FRA,1980,13787000
France,FRA,1981,15907000
France,FRA,1982,18526000
France,FRA,1983,16100000
France,FRA,1984,16100000
France,FRA,1985,20669000
France,FRA,1986,20992000
France,FRA,1987,22287000
France,FRA,1988,23263000
France,FRA,1989,24097000
France,FRA,1990,26428000
France,FRA,1991,29398000
France,FRA,1992,31222000
France,FRA,1993,32646000
France,FRA,1994,35050000
France,FRA,1995,37332000
France,FRA,1996,37103000
France,FRA,1997,38505000
France,FRA,1998,38637000
France,FRA,1999,37951000
France,FRA,2000,38145000
France,FRA,2001,38191000
France,FRA,2002,35648000
France,FRA,2003,34222000
France,FRA,2004,30816000
France,FRA,2005,28526000
France,FRA,2006,28094000
France,FRA,2007,26943000
France,FRA,2008,24855000
France,FRA,2009,24197000
France,FRA,2010,24260000
France,FRA,2011,23743000
France,FRA,2012,22452000
France,FRA,2013,20190000
France,FRA,2014,21214000
France,FRA,2015,21385000
France,FRA,2016,20676000
France,FRA,2017,20136000
France,FRA,2018,18830000
France,FRA,2019,18258000
France,FRA,2020,17725000
France,FRA,2021,17521000
Georgia,GEO,1992,760000
Georgia,GEO,1993,700000
Georgia,GEO,1994,680000
Georgia,GEO,1995,680000
Georgia,GEO,1996,847000
Georgia,GEO,1997,542000
Georgia,GEO,1998,500000
Georgia,GEO,1999,500000
Georgia,GEO,2000,500000
Georgia,GEO,2001,300000
Georgia,GEO,2002,400000
Georgia,GEO,2003,600000
Georgia,GEO,2004,500000
Georgia,GEO,2005,536000
Georgia,GEO,2006,480000
Georgia,GEO,2007,350000
Georgia,GEO,2008,400000
Georgia,GEO,2009,482000
Georgia,GEO,2010,485000
Georgia,GEO,2011,471000
Georgia,GEO,2012,460000
Georgia,GEO,2013,400000
Georgia,GEO,2014,440000
Georgia,GEO,2015,500000
Georgia,GEO,2016,447000
Georgia,GEO,2017,413000
Georgia,GEO,2018,421000
Georgia,GEO,2019,426000
Georgia,GEO,2020,423000
Georgia,GEO,2021,419000
Germany,DEU,1961,359000
Germany,DEU,1962,353000
Germany,DEU,1963,338000
Germany,DEU,1964,384000
Germany,DEU,1965,385000
Germany,DEU,1966,376000
Germany,DEU,1967,389000
Germany,DEU,1968,465000
Germany,DEU,1969,477000
Germany,DEU,1970,614000
Germany,DEU,1971,844000
Germany,DEU,1972,768000
Germany,DEU,1973,689000
Germany,DEU,1974,855000
Germany,DEU,1975,737000
Germany,DEU,1976,886000
Germany,DEU,1977,1033000
Germany,DEU,1978,1163000
Germany,DEU,1979,1353000
Germany,DEU,1980,1582000
Germany,DEU,1981,1518000
Germany,DEU,1982,1560000
Germany,DEU,1983,1876000
Germany,DEU,1984,1908000
Germany,DEU,1985,2122000
Germany,DEU,1986,2209000
Germany,DEU,1987,2649000
Germany,DEU,1988,2800000
Germany,DEU,1989,3169000
Germany,DEU,1990,5029000
Germany,DEU,1991,4528000
Germany,DEU,1992,5574000
Germany,DEU,1993,5983000
Germany,DEU,1994,6391000
Germany,DEU,1995,6733000
Germany,DEU,1996,7075000
Germany,DEU,1997,7100000
Germany,DEU,1998,7700000
Germany,DEU,1999,8315000
Germany,DEU,2000,8800000
Germany,DEU,2001,9136000
Germany,DEU,2002,9471000
Germany,DEU,2003,10604000
Germany,DEU,2004,9000000
Germany,DEU,2005,10611000
Germany,DEU,2006,10500000
Germany,DEU,2007,10892000
Germany,DEU,2008,11500000
Germany,DEU,2009,12000000
Germany,DEU,2010,11344000
Germany,DEU,2011,11196000
Germany,DEU,2012,12000000
Germany,DEU,2013,13256000
Germany,DEU,2014,11500000
Germany,DEU,2015,12466000
Germany,DEU,2016,12360000
Germany,DEU,2017,12000000
Greece,GRC,1961,545000
Greece,GRC,1962,555000
Greece,GRC,1963,568000
Greece,GRC,1964,488000
Greece,GRC,1965,493000
Greece,GRC,1966,361000
Greece,GRC,1967,404000
Greece,GRC,1968,385000
Greece,GRC,1969,317000
Greece,GRC,1970,219000
Greece,GRC,1971,191000
Greece,GRC,1972,174000
Greece,GRC,1973,164000
Greece,GRC,1974,158000
Greece,GRC,1975,150000
Greece,GRC,1976,141000
Greece,GRC,1977,148000
Greece,GRC,1978,147000
Greece,GRC,1979,143000
Greece,GRC,1980,135000
Greece,GRC,1981,144000
Greece,GRC,1982,151000
Greece,GRC,1983,149000
Greece,GRC,1984,158000
Greece,GRC,1985,149000
Greece,GRC,1986,147000
Greece,GRC,1987,149000
Greece,GRC,1988,125000
Greece,GRC,1989,128000
Greece,GRC,1990,116000
Greece,GRC,1991,110000
Greece,GRC,1992,106000
Greece,GRC,1993,96000
Greece,GRC,1994,101000
Greece,GRC,1995,101000
Greece,GRC,1996,97000
Greece,GRC,1997,97000
Greece,GRC,1998,95000
Greece,GRC,1999,95000
Greece,GRC,2000,97000
Greece,GRC,2001,97000
Greece,GRC,2002,97000
Greece,GRC,2003,94000
Greece,GRC,2004,93000
Greece,GRC,2005,97000
Greece,GRC,2006,95000
Greece,GRC,2007,94000
Greece,GRC,2008,93000
Greece,GRC,2009,93000
Greece,GRC,2010,105000
Greece,GRC,2011,97000
Greece,GRC,2012,97000
Greece,GRC,2013,101000
Greece,GRC,2014,243000
Greece,GRC,2015,239000
Greece,GRC,2016,267000
Greece,GRC,2017,257000
Greece,GRC,2018,258000
Greece,GRC,2019,266000
Guadeloupe,GLP,1981,3000
Guadeloupe,GLP,1982,3000
Guadeloupe,GLP,1983,3000
Guadeloupe,GLP,1984,7000
Guadeloupe,GLP,1985,33000
Guadeloupe,GLP,1986,30000
Guadeloupe,GLP,1987,24000
Guadeloupe,GLP,1988,23000
Guadeloupe,GLP,1989,17000
Guadeloupe,GLP,1990,13000
Guadeloupe,GLP,1991,14000
Guadeloupe,GLP,1992,16000
Guadeloupe,GLP,1993,16000
Guadeloupe,GLP,1994,16000
Guadeloupe,GLP,1995,25000
Guadeloupe,GLP,1996,25000
Guadeloupe,GLP,1997,25000
Guadeloupe,GLP,1998,25000
Guadeloupe,GLP,1999,25000
Guadeloupe,GLP,2000,25000
Guadeloupe,GLP,2001,25000
Guadeloupe,GLP,2002,25000
Guadeloupe,GLP,2003,28000
Guadeloupe,GLP,2004,24000
Guadeloupe,GLP,2005,18000
Guadeloupe,GLP,2006,17000
Haiti,HTI,1961,171000
Haiti,HTI,1962,172000
Haiti,HTI,1963,173000
Haiti,HTI,1964,174000
Haiti,HTI,1965,175000
Haiti,HTI,1966,176000
Haiti,HTI,1967,177000
Haiti,HTI,1968,178000
Haiti,HTI,1969,179000
Haiti,HTI,1970,180000
Haiti,HTI,1971,181000
Haiti,HTI,1972,182000
Haiti,HTI,1973,183000
Haiti,HTI,1974,184000
Haiti,HTI,1975,185000
Haiti,HTI,1976,186000
Haiti,HTI,1977,186000
Haiti,HTI,1978,187000
Haiti,HTI,1979,188000
Haiti,HTI,1980,189000
Haiti,HTI,1981,190000
Haiti,HTI,1982,191000
Haiti,HTI,1983,192000
Haiti,HTI,1984,192000
Haiti,HTI,1985,192000
Haiti,HTI,1986,192000
Haiti,HTI,1987,200000
Haiti,HTI,1988,200000
Haiti,HTI,1989,200000
Haiti,HTI,1990,200000
Haiti,HTI,1991,200000
Haiti,HTI,1992,180000
Haiti,HTI,1993,180000
Haiti,HTI,1994,180000
Haiti,HTI,1995,180000
Haiti,HTI,1996,180000
Haiti,HTI,1997,180000
Haiti,HTI,1998,180000
Haiti,HTI,1999,180000
Haiti,HTI,2000,180000
Haiti,HTI,2001,185000
Haiti,HTI,2002,185000
Haiti,HTI,2003,190000
Haiti,HTI,2004,195000
Haiti,HTI,2005,195000
Haiti,HTI,2006,195000
Haiti,HTI,2007,195000
Haiti,HTI,2008,195000
Haiti,HTI,2009,195000
Haiti,HTI,2010,195000
Haiti,HTI,2011,195000
Haiti,HTI,2012,195000
Haiti,HTI,2013,195000
Haiti,HTI,2014,195000
Haiti,HTI,2015,195000
Haiti,HTI,2016,195000
Haiti,HTI,2017,195000
Haiti,HTI,2018,195000
Haiti,HTI,2019,194000
Haiti,HTI,2020,194000
Haiti,HTI,2021,194000
High-income countries,,1961,122980000
High-income countries,,1962,106083000
High-income countries,,1963,109354000
High-income countries,,1964,116927000
High-income countries,,1965,122901000
High-income countries,,1966,134026000
High-income countries,,1967,144883000
High-income countries,,1968,125981000
High-income countries,,1969,128386000
High-income countries,,1970,142070000
High-income countries,,1971,150786000
High-income countries,,1972,162609000
High-income countries,,1973,174927000
High-income countries,,1974,177801000
High-income countries,,1975,168268000
High-income countries,,1976,184616000
High-income countries,,1977,183718000
High-income countries,,1978,188255000
High-income countries,,1979,211789000
High-income countries,,1980,225888000
High-income countries,,1981,232840000
High-income countries,,1982,233540000
High-income countries,,1983,240289000
High-income countries,,1984,236821000
High-income countries,,1985,257343000
High-income countries,,1986,284264000
High-income countries,,1987,320068000
High-income countries,,1988,322923000
High-income countries,,1989,341714000
High-income countries,,1990,369622000
High-income countries,,1991,184677000
High-income countries,,1992,191387000
High-income countries,,1993,191719000
High-income countries,,1994,205358000
High-income countries,,1995,213827000
High-income countries,,1996,224849000
High-income countries,,1997,224130000
High-income countries,,1998,222110000
High-income countries,,1999,217139000
High-income countries,,2000,221501000
High-income countries,,2001,227835000
High-income countries,,2002,235692000
High-income countries,,2003,222591000
High-income countries,,2004,216475000
High-income countries,,2005,214929000
High-income countries,,2006,218081000
High-income countries,,2007,221195000
High-income countries,,2008,222507000
High-income countries,,2009,211299000
High-income countries,,2010,211176000
High-income countries,,2011,213050000
High-income countries,,2012,214634000
High-income countries,,2013,208631000
High-income countries,,2014,207197000
High-income countries,,2015,208112000
High-income countries,,2016,209718000
High-income countries,,2017,207956000
High-income countries,,2018,157721000
High-income countries,,2019,157805000
High-income countries,,2020,155152000
High-income countries,,2021,151319000
Hong Kong,HKG,1961,1000
Hong Kong,HKG,1962,1000
Hong Kong,HKG,1963,1000
Hong Kong,HKG,1964,0
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2021,0
Hungary,HUN,1961,212000
Hungary,HUN,1962,241000
Hungary,HUN,1963,208000
Hungary,HUN,1964,286000
Hungary,HUN,1965,284000
Hungary,HUN,1966,219000
Hungary,HUN,1967,279000
Hungary,HUN,1968,223000
Hungary,HUN,1969,232000
Hungary,HUN,1970,671000
Hungary,HUN,1971,848000
Hungary,HUN,1972,935000
Hungary,HUN,1973,930000
Hungary,HUN,1974,719000
Hungary,HUN,1975,741000
Hungary,HUN,1976,640000
Hungary,HUN,1977,729000
Hungary,HUN,1978,947000
Hungary,HUN,1979,1048000
Hungary,HUN,1980,1002000
Hungary,HUN,1981,969000
Hungary,HUN,1982,1139000
Hungary,HUN,1983,1074000
Hungary,HUN,1984,1046000
Hungary,HUN,1985,1202000
Hungary,HUN,1986,1536000
Hungary,HUN,1987,1255000
Hungary,HUN,1988,1076000
Hungary,HUN,1989,1361000
Hungary,HUN,1990,1750000
Hungary,HUN,1991,1520000
Hungary,HUN,1992,791000
Hungary,HUN,1993,900000
Hungary,HUN,1994,836000
Hungary,HUN,1995,1285000
Hungary,HUN,1996,1665000
Hungary,HUN,1997,1986000
Hungary,HUN,1998,1993000
Hungary,HUN,1999,1986000
Hungary,HUN,2000,1859000
Hungary,HUN,2001,3350000
Hungary,HUN,2002,3924000
Hungary,HUN,2003,3251000
Hungary,HUN,2004,4256000
Hungary,HUN,2005,3592000
Hungary,HUN,2006,4415000
Hungary,HUN,2007,4087000
Hungary,HUN,2008,4368000
Hungary,HUN,2009,3527000
Hungary,HUN,2010,3018000
Hungary,HUN,2011,3168000
Hungary,HUN,2012,2999000
Hungary,HUN,2013,2798000
Hungary,HUN,2014,2530000
Hungary,HUN,2015,2756000
Hungary,HUN,2016,2851000
Hungary,HUN,2017,2868000
Hungary,HUN,2018,2905000
Hungary,HUN,2019,2842000
Hungary,HUN,2020,2663000
Hungary,HUN,2021,2742000
Iran,IRN,1961,350000
Iran,IRN,1962,355000
Iran,IRN,1963,360000
Iran,IRN,1964,365000
Iran,IRN,1965,370000
Iran,IRN,1966,380000
Iran,IRN,1967,390000
Iran,IRN,1968,400000
Iran,IRN,1969,410000
Iran,IRN,1970,425000
Iran,IRN,1971,440000
Iran,IRN,1972,455000
Iran,IRN,1973,470000
Iran,IRN,1974,486000
Iran,IRN,1975,482000
Iran,IRN,1976,510000
Iran,IRN,1977,538000
Iran,IRN,1978,550000
Iran,IRN,1979,570000
Iran,IRN,1980,585000
Iran,IRN,1981,600000
Iran,IRN,1982,618000
Iran,IRN,1983,650000
Iran,IRN,1984,700000
Iran,IRN,1985,800000
Iran,IRN,1986,900000
Iran,IRN,1987,1043000
Iran,IRN,1988,1100000
Iran,IRN,1989,1200000
Iran,IRN,1990,1400000
Iran,IRN,1991,1600000
Iran,IRN,1992,1800000
Iran,IRN,1993,2023000
Iran,IRN,1994,2200000
Iran,IRN,1995,2200000
Iran,IRN,1996,2300000
Iran,IRN,1997,2300000
Iran,IRN,1998,2100000
Iran,IRN,1999,2000000
Iran,IRN,2000,2000000
Iran,IRN,2001,2000000
Iran,IRN,2002,2000000
Iran,IRN,2003,2000000
Iran,IRN,2004,2000000
Iran,IRN,2005,2000000
Iran,IRN,2006,2000000
Iran,IRN,2007,2000000
Iran,IRN,2008,2000000
Iran,IRN,2009,2000000
Iran,IRN,2010,2000000
Iran,IRN,2011,2000000
Iran,IRN,2012,2000000
Iran,IRN,2013,2000000
Iran,IRN,2014,2000000
Iran,IRN,2015,2000000
Iran,IRN,2016,2000000
Iran,IRN,2017,1998000
Iran,IRN,2018,1965000
Iran,IRN,2019,1912000
Iran,IRN,2020,1843000
Iran,IRN,2021,1760000
Ireland,IRL,1961,978000
Ireland,IRL,1962,819000
Ireland,IRL,1963,710000
Ireland,IRL,1964,633000
Ireland,IRL,1965,602000
Ireland,IRL,1966,507000
Ireland,IRL,1967,526000
Ireland,IRL,1968,567000
Ireland,IRL,1969,520000
Ireland,IRL,1970,535000
Ireland,IRL,1971,617000
Ireland,IRL,1972,503000
Ireland,IRL,1973,584000
Ireland,IRL,1974,650000
Ireland,IRL,1975,588000
