Entity,Code,Year,"Meat, buffalo | 00000947 || Producing or slaughtered animals | 005320 || animals"
Western Asia (FAO),,2019,66980
Western Asia (FAO),,2020,73196
Western Asia (FAO),,2021,84786
World,OWID_WRL,1961,7743998
World,OWID_WRL,1962,7988885
World,OWID_WRL,1963,8126010
World,OWID_WRL,1964,8408479
World,OWID_WRL,1965,8566176
World,OWID_WRL,1966,8682884
World,OWID_WRL,1967,8897674
World,OWID_WRL,1968,9239026
World,OWID_WRL,1969,9410656
World,OWID_WRL,1970,9626442
World,OWID_WRL,1971,9912469
World,OWID_WRL,1972,10089687
World,OWID_WRL,1973,10436783
World,OWID_WRL,1974,10725174
World,OWID_WRL,1975,10816197
World,OWID_WRL,1976,11050462
World,OWID_WRL,1977,11268971
World,OWID_WRL,1978,11448182
World,OWID_WRL,1979,11758403
World,OWID_WRL,1980,11971663
World,OWID_WRL,1981,12320359
World,OWID_WRL,1982,13106928
World,OWID_WRL,1983,13293716
World,OWID_WRL,1984,13711912
World,OWID_WRL,1985,14285865
World,OWID_WRL,1986,14771292
World,OWID_WRL,1987,14841146
World,OWID_WRL,1988,16025267
World,OWID_WRL,1989,15878160
World,OWID_WRL,1990,16265642
World,OWID_WRL,1991,16609657
World,OWID_WRL,1992,17002752
World,OWID_WRL,1993,17765104
World,OWID_WRL,1994,18420712
World,OWID_WRL,1995,19192856
World,OWID_WRL,1996,17865096
World,OWID_WRL,1997,19252872
World,OWID_WRL,1998,19615128
World,OWID_WRL,1999,20255066
World,OWID_WRL,2000,20438580
World,OWID_WRL,2001,20339092
World,OWID_WRL,2002,20732948
World,OWID_WRL,2003,20042860
World,OWID_WRL,2004,20676200
World,OWID_WRL,2005,21280596
World,OWID_WRL,2006,22076100
World,OWID_WRL,2007,22905560
World,OWID_WRL,2008,23230556
World,OWID_WRL,2009,24891182
World,OWID_WRL,2010,25831980
World,OWID_WRL,2011,26084024
World,OWID_WRL,2012,26540820
World,OWID_WRL,2013,26120402
World,OWID_WRL,2014,26349312
World,OWID_WRL,2015,26435292
World,OWID_WRL,2016,26613040
World,OWID_WRL,2017,26752008
World,OWID_WRL,2018,27495594
World,OWID_WRL,2019,28080496
World,OWID_WRL,2020,28013364
World,OWID_WRL,2021,28601802
