url,content,type,position
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,5% of Nigerians residing in those surveyed are identified as vegetarians while 95% are still into normal lives of eating animal meats.,text,8
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"The majority of those that falls into this category were the Fulanis tribe, it could be as a result of their nomadic nature that they were  don’t eating animal meats, though that is yet to be ascertained.",text,9
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"How ever , investigations further revealed that some of them eats non mammals like birds and fish but majority are abstained.",text,10
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,The other category of people who spoke to our correspondent said they were exempted  from consuming animals meat on health advice or religious believe.,text,11
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,This group of people were said to be mostly elderly and they looks healthier than some young people that consumes animals meat regularly.,text,12
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"It is estimated that about 13million Fulani people live in Nigeria with  6 % of the country population, even as 95 % of total population of the surveyed Communities are still consuming animals meat.",text,13
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"In Nigeria, a company known as Veggie Victory in 2019 started the production of plant-based meat on a commercial scale .",text,14
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Its product – Vchunks which worked well in Nigerian dishes where cubes of meat were used like stews is said to be making progress .,text,15
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"Although, the product is manufactured in Lagos state in Nigeria but has extended  its customer’s network to Kenya, Ghana and many others even though it is yet to fully integrated into daily meal by many Nigerians.",text,16
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"Vchunks are found on the shelves of reasonable numbers of supermarkets in Nigeria, Ghana and Kenya .",text,17
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,The Benefits of Eating plant based meats can not be over -emphasized as it helps to provide the body with the following:,text,18
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,– It relieves and prevent constipation.,text,19
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,– Help with weight loss.,text,20
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,–  It increases the body’s level potassium.,text,21
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,–   It helps lower blood sugar.,text,22
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,– Help lower Cholesterol.,text,23
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,As well as improve your sleep .,text,24
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,why Plant- based meat ?,text,25
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Quite a number of people are becoming aware of enormous problems associated with eating animals meat .,text,26
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"Apart from the negative health issues, the animals in factory farms are severely abused and it is immoral .",text,27
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Factory farming according to many reports were mostly responsible for climate crisis because of the animal wastes.,text,28
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Support Plant based meats to eat healthy !,text,29
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Stories: Africa Animal Media,text,30
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Over 1000 Animals Rehomed In Kenya,text,31
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,My Ambition Is To Become A Veterinary Doctor- 12 Year Old Zoo Attendant,text,32
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,AAM Staff,text,33
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,34
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,My Ambition Is To Become A Veterinary Doctor- 12 Year Old Zoo Attendant,text,35
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Stay Connected test,text,36
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,37
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"Farm Centre Produces Herbal Supplements As Vaccines Alternative For Livestock, Birds In Nigeria",text,38
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,39
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Three Thousand Home Animals to be vaccinated In Kogi,text,40
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,41
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Our Sincere Appreciations   To You All,text,42
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,43
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"1,468 Farm Centers  Adopt Herbal Supplements To Boost Animals Health In Nigeria",text,44
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,45
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Three Thousand Home Animals to be vaccinated In Kogi,text,46
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,47
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"Wild Animals May Go Into Extinction As Hunters, Farmers Intensify Bush Burning in Nigeria",text,48
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,49
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"For the Love of Animal: 35 Year Old Sule holding his Pet , Monitor Lizard on Sunday in Ashafa Village, Bwari , Abuja, Nigeria .",text,50
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,51
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"Veterinary week: Animals under going vaccination in Kogi State, Nigeria",text,52
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,53
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,NGO  Announces Vegan Festival In Uganda,text,54
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,55
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Nigeria Proposes Law To Protect WIld Life,text,56
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,57
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,84 Year Old Cherished Pet Crocodile Dies,text,58
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,59
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Can Myths Be A Saving Grace For Non- humans In Africa,text,60
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Recent News,text,61
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,62
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,NGO  Announces Vegan Festival In Uganda,text,63
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,64
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Nigeria Proposes Law To Protect WIld Life,text,65
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,66
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,84 Year Old Cherished Pet Crocodile Dies,text,67
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,68
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Can Myths Be A Saving Grace For Non- humans In Africa,text,69
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,70
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,This medium will focus on Nigeria and Africa to secure a better life for both Companions and Farmed Animals through effective dissemination of information about cruelty to them and horrendous conditions.,text,71
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,Follow Us,text,72
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"SENTIENT COMMUNICATIONS LIMITED
Supported by Animal Ethics Inc.
© Alright Reserved. 2022.",text,73
https://africaanimalmedia.com/2022/10/20/why-plant-based-meat-is-good-for-you/,"SENTIENT COMMUNICATIONS LIMITED
Supported by Animal Ethics Inc.
© Alright Reserved. 2022.",text,74
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/uploads/2022/09/logo.png,image,1
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/uploads/2022/09/logo4-1.png,image,2
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,My Ambition Is To Become A Veterinary Doctor- 12 Year Old Zoo Attendant,text,3
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,4
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Every one has set a goal of what to achieve in career pursuit and a 12 year old, Chibuike Napoleon, a Zoo attendant in one of Nigerian Zoos is no exception.",text,5
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"In his bid to fulfill his passion for animal welfare,he has declared his intention to study veterinary medicine in the nearest future in order to attend to animals health .",text,6
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Napoleon whose interviews were monitored by African Animal Media, AAM on the British Broadcasting Services, BBC told the international media out fit  that he joined the work through the mother who is a photographer.",text,7
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,The young Napoleon further  disclosed that he used to follow the mother to the zoo when he was 6 years to take photos of zoo visitors who come to the zoo to see animals.,text,8
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,He said the mother has been zoo photographer from the beginning and that is what she does for a living .,text,9
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,He explained that he started having interest in animals and also loved playing with them when ever he visits the zoo with his mother .,text,10
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Napoleon claimed that his favorite among the animals was lion and the lion knows him and recognize his voice .,text,11
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"He gave the lion a game and when ever he calls the lion by the name , the lion answers .",text,12
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,On how he started the Job .,text,13
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,The Zoo attendant stated that he began the journey into the career as a volunteer apprentice and his work was to lead tourists around the zoo to show them the animals and also teach them many things about the animals in the zoo .,text,14
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"When management of the zoo saw that he is good at the job, he was allowed to be a volunteer attendant in the zoo.",text,15
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Napoleon who is the youngest zoo attendant knows the names and the botanical names of all the animals in the zoo.,text,16
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,He said his ambition is to become a veterinary doctor to help the animals in the nearest future.,text,17
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Support Us to report more . If you want to donate click on the donation button on the website or send message through editornewsmaker@gmail.com,text,18
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Why Plant Based- Meat Is Good For You,text,19
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Farmers and Herders Clash, Time To Re- Visit  Graze Settlements In Nigeria",text,20
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,AAM Staff,text,21
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,22
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Farmers and Herders Clash, Time To Re- Visit  Graze Settlements In Nigeria",text,23
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Stay Connected test,text,24
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,25
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Farm Centre Produces Herbal Supplements As Vaccines Alternative For Livestock, Birds In Nigeria",text,26
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,27
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Three Thousand Home Animals to be vaccinated In Kogi,text,28
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,29
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Our Sincere Appreciations   To You All,text,30
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,31
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"1,468 Farm Centers  Adopt Herbal Supplements To Boost Animals Health In Nigeria",text,32
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,33
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Three Thousand Home Animals to be vaccinated In Kogi,text,34
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,35
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Wild Animals May Go Into Extinction As Hunters, Farmers Intensify Bush Burning in Nigeria",text,36
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,37
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"For the Love of Animal: 35 Year Old Sule holding his Pet , Monitor Lizard on Sunday in Ashafa Village, Bwari , Abuja, Nigeria .",text,38
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,39
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"Veterinary week: Animals under going vaccination in Kogi State, Nigeria",text,40
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,41
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,NGO  Announces Vegan Festival In Uganda,text,42
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,43
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Nigeria Proposes Law To Protect WIld Life,text,44
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,45
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,84 Year Old Cherished Pet Crocodile Dies,text,46
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,47
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Can Myths Be A Saving Grace For Non- humans In Africa,text,48
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Recent News,text,49
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,50
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,NGO  Announces Vegan Festival In Uganda,text,51
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,52
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Nigeria Proposes Law To Protect WIld Life,text,53
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,54
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,84 Year Old Cherished Pet Crocodile Dies,text,55
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,56
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Can Myths Be A Saving Grace For Non- humans In Africa,text,57
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,58
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,This medium will focus on Nigeria and Africa to secure a better life for both Companions and Farmed Animals through effective dissemination of information about cruelty to them and horrendous conditions.,text,59
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,Follow Us,text,60
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"SENTIENT COMMUNICATIONS LIMITED
Supported by Animal Ethics Inc.
© Alright Reserved. 2022.",text,61
https://africaanimalmedia.com/2022/10/23/my-ambition-is-to-become-a-veterinary-doctor-12-year-old-zoo-attendant/,"SENTIENT COMMUNICATIONS LIMITED
Supported by Animal Ethics Inc.
© Alright Reserved. 2022.",text,62
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/uploads/2022/09/logo.png,image,1
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/uploads/2022/09/logo4-1.png,image,2
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,"Farmers and Herders Clash, Time To Re- Visit  Graze Settlements In Nigeria",text,3
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,4
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,"As conflicts between farmers and herders in many parts of Nigeria continue to fester un-abated , there are renew calls by well meaning individuals on the government to again  take a look at establishing a graze reserves for cows across various regions of the country to stem the tide of violence that often leads to death of humans and cows .",text,5
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,The-incessant crisis between sedentary farmers and nomadic Fulani herdsmen have claimed thousands of humans and cow’s lives since 2018 that the unrest escalated into open fights .,text,6
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,"According to those interviewed by our correspondent, it was suggested that graze reserves will restrict the movement of cows into the farms were people are growing crops, there by reducing the conflicts resulting from cow destroying the crops .",text,7
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,"Though the federal government had come up with such plans in the past, but was rejected by the people, especially the regions that is embattled with the conflict, with the believe that establishing a grazing field for cows will create opportunities for the herders to take over their land .",text,8
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,The Proposed settlements according to the federal government will house herders and animal farmers in order to do away with the crisis .,text,9
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,The government also planned to change the orientation of herders by stopping them from wondering in the bush which has endangered the lives of cows due to attack by wild animals as well as infected by deadly disease.,text,10
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Check revealed that majority of the cows are facing horrible conditions as they keep moving from one location to the other in search of grasses and foods.,text,11
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Some will be tempted to consume fumigated grasses and other poisonous crops which kills them instantly .,text,12
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,The attempt to reserved them in a settlements should be a welcome development as that will improve their welfare and as well reduce the conflict raising from their invading crops farms.,text,13
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Support Animals Welfare in Africa by opposing cruelty against them.,text,14
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,My Ambition Is To Become A Veterinary Doctor- 12 Year Old Zoo Attendant,text,15
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Happy World Vegans Day,text,16
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,AAM Staff,text,17
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,18
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Happy World Vegans Day,text,19
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Stay Connected test,text,20
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,21
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,"Farm Centre Produces Herbal Supplements As Vaccines Alternative For Livestock, Birds In Nigeria",text,22
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,23
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Three Thousand Home Animals to be vaccinated In Kogi,text,24
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,25
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,Our Sincere Appreciations   To You All,text,26
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,27
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,"1,468 Farm Centers  Adopt Herbal Supplements To Boost Animals Health In Nigeria",text,28
https://africaanimalmedia.com/2022/10/29/rmers-and-herders-clash-the-need-for-grazing-settlement-in-nigeria/,https://africaanimalmedia.com/wp-content/themes/assets/../assets/img/jeg-empty.png,image,29
