Website URL,Title,Date,Author,Cover Image URL,Text Chunk,Position Number
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","In Part 1 (two pages long), we present the case that improving animal welfare during transport should not currently be a priority for animal advocacy organisations. We consider how farmed animals might benefit from reforming laws around animal transport. We compare transport campaigns to other campaigns that the movement can pursue instead (e.g. on-farm welfare reform and slaughter reform). Overall, we expect that transport reform will benefit animals far less than other types of campaigns - animals experience transport for only a very short period of their lives (less than 1% of animal-years). Of course, we always find it emotionally challenging to recommend that a particular group of animals should not be a focus of campaigns, but it is important that the animal advocacy movement's limited resources go towards doing as much good for animals as possible.",1
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","In Part 2 (two pages long), we summarise the times when it would be a good use of resources for animal advocacy organisations to campaign for better animal welfare during transport. For example, animal advocacy organisations may occasionally have the opportunity to push for higher-welfare transport regulations with only a small investment of time and energy. Transport could form one part of an overarching welfare campaign that also focuses on other parts of the animals' lives. If you are aware of particular transport reforms that could be costly to the farming industry, this could help make farming less profitable (though we haven't yet seen any examples of this). Also, there may be opportunities to improve transport regulations when existing standards or regulations come up for public consultation and review, or when animal transport catastrophes are publicised in the media. For organisations that are nevertheless keen to campaign to improve animal welfare during transport, we provide links to some resources that can help you to develop new welfare asks in your own country or jurisdiction.",2
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","In Appendix 1 (15 pages long), we focus on Poland. We examine three asks relating to animal welfare during transport: improving enforcement, improving temperature limits, and decreasing journey times. We conclude that improving temperature limits and decreasing journey times could bring some benefits to animals transported in Poland, though - as explained in Part 1 of the report - the benefits are likely to be fairly small.",3
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","In Appendix 2 (9 pages long), we illustrate the background to animal welfare during transport by examining three case studies from around the world: the transport of chickens in the European Union, the live export of sheep and cows from Australia, and the live transport of fish in China. We chose these case studies to illustrate the problems with live animal transport across a variety of species, industries, and countries. All three of these case studies arrive at similar conclusions: there are numerous welfare challenges facing the animals, and suffering appears to be common. However, transport accounts for a very small proportion of the lives of farmed animals. In all three cases, when you account for the animals who are farmed but not transported, less than 1% of the lives of farmed animals are experienced during transport. This means that the benefits of reforming animal welfare during transport, while potentially meaningful for the animals affected, would only prevent a very small amount of the suffering imposed on animals by farming. This supports our general case that improving animal welfare during transport should not currently be a priority for animal advocacy organisations.",4
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp",PART 1: IMPROVING ANIMAL WELFARE DURING TRANSPORT IS OFTEN LESS EFFECTIVE THAN OTHER ASKS,5
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","In this section, we compare transport reforms to other animal welfare reforms. We consider general transport reform, general slaughter reform, and two well-understood animal welfare reforms on-farm (cage-free, and the Better Chicken Commitment). A substantial part of the farmed animal advocacy movement focuses on cage-free campaigns, Better Chicken Commitment campaigns, and slaughter reform - as such, these are appropriate benchmarks against which we can compare a potential transport campaign.",6
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","Our analysis concludes that across all of the metrics considered (e.g. number of animals affected, duration of suffering prevented per animal, intensity of suffering), transport reform is less competitive than on-farm welfare reforms. Transport reforms may prevent a longer duration of suffering than slaughter reform, but the suffering is still likely to be less intense.",7
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","In short, if you want to help animals as much as possible, it makes more sense to campaign for on-farm welfare reforms or slaughter reforms, not transport reforms.",8
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","This analysis is supported by the three case studies (discussed in more detail in Appendix 2). As this analysis is hindered by a lack of information in some areas, we also give our rough confidence level for each claim.",9
https://www.animalask.org/post/animal-welfare-during-transport-a-first-look,Animal Welfare during Transport: a first look,"Jun 5, 2023",Ren Ryba,"https://static.wixstatic.com/media/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.jpg/v1/fill/w_288,h_162,fp_0.50_0.50,q_90,enc_auto/c2b5df_88006ab707c34451b1e14a2b236620cc~mv2.webp","The total proportion of an average farmed animal's life that is spent in transport is typically very small (90% confidence). For example, our case studies found that the percentage of an animal's life spent in transport is 0.4 - 1.2% for chickens in the EU; 1.1 - 8.5% for sheep and cows exported live from Australia; 0.05% for fish transported in China (Appendix 2).

In countries with existing animal welfare regulations during transport, further animal welfare reforms would typically bring about minor improvements (60% confidence). This claim may not apply in contexts where there are no animal welfare regulations during transport (e.g. fish in China).

Most of the suffering experienced due to transport is minor or moderate pain, rather than extreme pain (55% confidence). For argument's sake, if we imagine that all of the suffering experienced during transport is extreme pain (which is highly unlikely), transport reform could still only prevent a few hours of extreme pain per animal at most. This might make transport appear more competitive than slaughter reform, but not more competitive than cage-free reforms or the Better Chicken Commitment. (Some people believe that it is most urgent to prevent suffering that is extreme, which makes slaughter reform appear even more competitive.)",10
